id,rada_id,nreg,convocation,full_name,first_name,second_name,last_name,short_name,date_begin,date_end,district_text,district_name,district_num,region_id,region_name,party_text,party_id,party_name,num_in_party,anketa_data,anketa_url,photo,photo_id,gender,birthday,education,college,academic,old_profession,old_post,old_member,address,resignation_text
18114,13,mp-d22_1_skl8,8,Лапін Ігор Олександрович,Ігор,Олександрович,Лапін,І.О.,27.11.2014,,"Виборчий округ № 22, Волинська область",Виборчий округ № 22,22,7,Волинська область,безпартійний,50,Безпартійний,,"народився 28 травня 1969 року в місті Іваничі Волинської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, адвокат, Волинська обласна колегія адвокатів, командир другої роти, батальйон ""Айдар"", безпартійний, проживає в місті Ковель Волинської області, судимість відсутня, суб’єкт висування – Політична партія ""НАРОДНИЙ ФРОНТ"".",http://itd.rada.gov.ua/mps/info/page/18114,http://static.rada.gov.ua/dep_img8/d22_1.jpg,d22_1,1,28.05.1969,вища,,,адвокат,"Волинська обласна колегія адвокатів, командир другої роти, батальйон ""Айдар""",ні,в місті Ковель Волинської області,
2179,331,mp-ob6_skl8,8,Ларін Сергій Миколайович,Сергій,Миколайович,Ларін,С.М.,27.11.2014,,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""Опозиційний блок"" /№ у списку - 6/",,,,,безпартійний,50,Безпартійний,6,"народився 11 сiчня 1962 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, заступник директора, ТОВ ""Центр соціальних досліджень"", безпартійний, проживає в місті Києві, судимість відсутня, включений до виборчого списку під № 6.",http://itd.rada.gov.ua/mps/info/page/2179,http://static.rada.gov.ua/dep_img8/ob6.jpg,ob6,1,01.01.1962,вища,,,заступник директора,"ТОВ ""Центр соціальних досліджень""",ні,в місті Києві,
11694,202,mp-nf23_skl8,8,Левус Андрій Мар'янович,Андрій,Мар'янович,Левус,А.М.,27.11.2014,,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""НАРОДНИЙ ФРОНТ"" /№ у списку - 23/",,,,,безпартійний,50,Безпартійний,23,"народився 9 серпня 1979 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, заступник Голови, Служба безпеки України, безпартійний, проживає в місті Стрий Львівської області, судимість відсутня, включений до виборчого списку під № 23.",http://itd.rada.gov.ua/mps/info/page/11694,http://static.rada.gov.ua/dep_img8/nf23.jpg,nf23,1,09.08.1979,вища,,,заступник Голови,Служба безпеки України,ні,в місті Стрий Львівської області,
16672,181,mp-d223_1_skl8,8,Левченко Юрій Володимирович,Юрій,Володимирович,Левченко,Ю.В.,27.11.2014,,"Виборчий округ № 223, м. Київ",Виборчий округ № 223,223,85,м. Київ,"член політичної партії Всеукраїнське об’єднання ""Свобода""",117,"Політична партія Всеукраїнське об'єднання ""Свобода""",,"народився 1 жовтня 1984 року в місті Вінниці, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, помічник-консультант народного депутата України, член політичної партії Всеукраїнське об’єднання ""Свобода"", проживає в місті Києві, судимість відсутня, суб’єкт висування – політична партія Всеукраїнське об’єднання ""Свобода"".",http://itd.rada.gov.ua/mps/info/page/16672,http://static.rada.gov.ua/dep_img8/d223_1.jpg,d223_1,1,01.10.1984,вища,,,помічник-консультант народного депутата України,,ні,в місті Києві,
17413,206,mp-nf27_skl8,8,Ледовських Олена Володимирівна,Олена,Володимирівна,Ледовських,О.В.,27.11.2014,,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""НАРОДНИЙ ФРОНТ"" /№ у списку - 27/",,,,,"член Політичної партії ""НАРОДНИЙ ФРОНТ""",211,"Політична партія ""НАРОДНИЙ ФРОНТ""",27,"народилася 6 квiтня 1960 року, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, член Політичної партії ""НАРОДНИЙ ФРОНТ"", проживає в місті Києві, судимість відсутня, включена до виборчого списку під № 27.",http://itd.rada.gov.ua/mps/info/page/17413,http://static.rada.gov.ua/dep_img8/nf27.jpg,nf27,2,06.04.1960,вища,,,народний депутат України,,так,в місті Києві,
10204,360,mp-rp11_skl8,8,Ленський Олексій Олексійович,Олексій,Олексійович,Ленський,О.О.,27.11.2014,,"Багатомандатний загальнодержавний виборчий округ, Радикальна Партія Олега Ляшка /№ у списку - 11/",,,,,член Радикальної Партії Олега Ляшка,206,Фракція Радикальної партії Олега Ляшка,11,"народився 25 лютого 1975 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, помічник-консультант народного депутата України, член Радикальної Партії Олега Ляшка, проживає в місті Києві, судимість відсутня, включений до виборчого списку під № 11.",http://itd.rada.gov.ua/mps/info/page/10204,http://static.rada.gov.ua/dep_img8/rp11.jpg,rp11,1,25.02.1975,вища,,,помічник-консультант народного депутата України,,ні,в місті Києві,
18605,438,mp-bp69_skl8,8,Лесюк Ярослав Васильович,Ярослав,Васильович,Лесюк,Я.В.,27.01.2015,,"Багатомандатний загальнодержавний виборчий округ, ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"" /№ у списку - 69/",,,,,безпартійний,50,Безпартійний,69,"народився 8 травня 1952 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, президент, Міжнародна громадська організація ""Фонд ""Український вимір"", безпартійний, проживає в місті Києві, судимість відсутня, включений до виборчого списку під № 69.",http://itd.rada.gov.ua/mps/info/page/18605,http://static.rada.gov.ua/dep_img8/bp69.jpg,bp69,1,08.05.1952,вища,,,президент,"Міжнародна громадська організація ""Фонд ""Український вимір""",ні,в місті Києві,
17977,257,mp-bp19_skl8,8,Лещенко Сергій Анатолійович,Сергій,Анатолійович,Лещенко,С.А.,27.11.2014,,"Багатомандатний загальнодержавний виборчий округ, ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"" /№ у списку - 19/",,,,,безпартійний,50,Безпартійний,19,"народився 30 серпня 1980 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, заступник головного редактора – спеціальний кореспондент, ПП ""Українська правда"", безпартійний, проживає в місті Києві, судимість відсутня, включений до виборчого списку під № 19.",http://itd.rada.gov.ua/mps/info/page/17977,http://static.rada.gov.ua/dep_img8/bp19.jpg,bp19,1,30.08.1980,вища,,,заступник головного редактора – спеціальний кореспондент,"ПП ""Українська правда""",ні,в місті Києві,
5470,41,mp-d65_1_skl8,8,Литвин Володимир Михайлович,Володимир,Михайлович,Литвин,В.М.,27.11.2014,,"Виборчий округ № 65, Житомирська область",Виборчий округ № 65,65,18,Житомирська область,член Народної Партії,170,Народна Партія,,"народився 28 квiтня 1956 року в селі Слобода Романівська Новоград-Волинського району Житомирської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, голова Комітету Верховної Ради України з питань національної безпеки і оборони, член Народної Партії, проживає в місті Києві, судимість відсутня, самовисування.",http://itd.rada.gov.ua/mps/info/page/5470,http://static.rada.gov.ua/dep_img8/d65_1.jpg,d65_1,1,28.04.1956,вища,,,народний депутат України,голова Комітету Верховної Ради України з питань національної безпеки і оборони,так,в місті Києві,
17958,215,mp-nf37_skl8,8,Логвинський Георгій Володимирович,Георгій,Володимирович,Логвинський,Г.В.,27.11.2014,,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""НАРОДНИЙ ФРОНТ"" /№ у списку - 37/",,,,,безпартійний,50,Безпартійний,37,"народився 3 серпня 1978 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, голова, адвокатське об’єднання ""Експертна рада МЮ України"", безпартійний, проживає в місті Києві, судимість відсутня, включений до виборчого списку під № 37.",http://itd.rada.gov.ua/mps/info/page/17958,http://static.rada.gov.ua/dep_img8/nf37.jpg,nf37,1,03.08.1978,вища,,,голова,"адвокатське об’єднання ""Експертна рада МЮ України""",ні,в місті Києві,
15916,351,mp-rp2_skl8,8,Лозовой Андрій Сергійович,Андрій,Сергійович,Лозовой,А.С.,27.11.2014,,"Багатомандатний загальнодержавний виборчий округ, Радикальна Партія Олега Ляшка /№ у списку - 2/",,,,,член Радикальної Партії Олега Ляшка,206,Фракція Радикальної партії Олега Ляшка,2,"народився 3 червня 1989 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, помічник-консультант народного депутата України, член Радикальної Партії Олега Ляшка, проживає в місті Києві, судимість відсутня, включений до виборчого списку під № 2.",http://itd.rada.gov.ua/mps/info/page/15916,http://static.rada.gov.ua/dep_img8/rp2.jpg,rp2,1,03.06.1989,вища,,,помічник-консультант народного депутата України,,ні,в місті Києві,
8815,90,mp-d125_1_skl8,8,Лопушанський Андрій Ярославович,Андрій,Ярославович,Лопушанський,А.Я.,27.11.2014,,"Виборчий округ № 125, Львівська область",Виборчий округ № 125,125,46,Львівська область,член політичної партії Конгрес Українських Націоналістів,220,Політична партія Конгрес Українських Націоналістів,,"народився 4 грудня 1962 року в місті Добромиль Львівської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, тимчасово не працює, член політичної партії Конгрес Українських Націоналістів, проживає в місті Києві, судимість відсутня, самовисування.",http://itd.rada.gov.ua/mps/info/page/8815,http://static.rada.gov.ua/dep_img8/d125_1.jpg,d125_1,1,04.12.1962,вища,,,тимчасово не працює,,ні,в місті Києві,
18116,38,mp-d60_1_skl8,8,Лубінець Дмитро Валерійович,Дмитро,Валерійович,Лубінець,Д.В.,27.11.2014,,"Виборчий округ № 60, Донецька область",Виборчий округ № 60,60,14,Донецька область,"член ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",210,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",,"народився 4 липня 1981 року в місті Волноваха Донецької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, юрист, КФГ ""Практика"", член ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"", проживає в місті Волноваха Донецької області, судимість відсутня, суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".",http://itd.rada.gov.ua/mps/info/page/18116,http://static.rada.gov.ua/dep_img8/d60_1.jpg,d60_1,1,04.07.1981,вища,,,юрист,"КФГ ""Практика""",ні,в місті Волноваха Донецької області,
6332,198,mp-nf18_skl8,8,Лук'янчук Руслан Валерійович,Руслан,Валерійович,Лук'янчук,Р.В.,27.11.2014,,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""НАРОДНИЙ ФРОНТ"" /№ у списку - 18/",,,,,"член Політичної партії ""НАРОДНИЙ ФРОНТ""",211,"Політична партія ""НАРОДНИЙ ФРОНТ""",18,"народився 19 березня 1972 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, перший заступник голови Комітету Верховної Ради України з питань інформатизації та інформаційних технологій, член Політичної партії ""НАРОДНИЙ ФРОНТ"", проживає в місті Києві, судимість відсутня, включений до виборчого списку під № 18.",http://itd.rada.gov.ua/mps/info/page/6332,http://static.rada.gov.ua/dep_img8/nf18.jpg,nf18,1,19.03.1972,вища,,,народний депутат України,перший заступник голови Комітету Верховної Ради України з питань інформатизації та інформаційних технологій,так,в місті Києві,
15662,199,mp-nf19_skl8,8,Лунченко Валерій Валерійович,Валерій,Валерійович,Лунченко,В.В.,27.11.2014,,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""НАРОДНИЙ ФРОНТ"" /№ у списку - 19/",,,,,"член Політичної партії ""НАРОДНИЙ ФРОНТ""",211,"Політична партія ""НАРОДНИЙ ФРОНТ""",19,"народився 13 жовтня 1982 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, член Політичної партії ""НАРОДНИЙ ФРОНТ"", проживає в місті Хуст Закарпатської області, судимість відсутня, включений до виборчого списку під № 19.",http://itd.rada.gov.ua/mps/info/page/15662,http://static.rada.gov.ua/dep_img8/nf19.jpg,nf19,1,13.10.1982,вища,,,народний депутат України,,так,в місті Хуст Закарпатської області,
18054,372,mp-but3_skl8,8,Луценко Ігор Вікторович,Ігор,Вікторович,Луценко,І.В.,27.11.2014,,"Багатомандатний загальнодержавний виборчий округ, політична партія Всеукраїнське об'єднання ""Батьківщина"" /№ у списку - 3/",,,,,безпартійний,50,Безпартійний,3,"народився 10 листопада 1978 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, спецбатальйон ГУ МВС України в Київській області, безпартійний, проживає в місті Києві, судимість відсутня, включений до виборчого списку під № 3.",http://itd.rada.gov.ua/mps/info/page/18054,http://static.rada.gov.ua/dep_img8/but3.jpg,but3,1,10.11.1978,вища,,,спецбатальйон ГУ МВС України в Київській області,,ні,в місті Києві,
15647,439,mp-bp70_skl8,8,Луценко Ірина Степанівна,Ірина,Степанівна,Луценко,І.С.,27.01.2015,,"Багатомандатний загальнодержавний виборчий округ, ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"" /№ у списку - 70/",,,,,безпартійнa,50,Безпартійний,70,"народилася 7 лютого 1966 року, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійнa, проживає в місті Києві, судимість відсутня, включена до виборчого списку під № 70, на цей час- Представник Президента України у Верховній Раді України.",http://itd.rada.gov.ua/mps/info/page/15647,http://static.rada.gov.ua/dep_img8/bp70.jpg,bp70,2,07.02.1966,вища,,,народний депутат України,,так,в місті Києві,
4132,242,mp-bp2_skl8,8,Луценко Юрій Віталійович,Юрій,Віталійович,Луценко,Ю.В.,27.11.2014,12.05.2016,"Багатомандатний загальнодержавний виборчий округ, ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"" /№ у списку - 2/",,,,,"член ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",210,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",2,"народився 14 грудня 1964 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, Голова, ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"", член ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"", проживає в місті Києві, судимість відсутня, включений до виборчого списку під № 2.",http://itd.rada.gov.ua/mps/info/page/4132,http://static.rada.gov.ua/dep_img8/bp2.jpg,bp2,1,14.12.1964,вища,,,Голова,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",ні,в місті Києві,НДУ Особиста письмова заява про складення повноважень
7718,336,mp-ob12_skl8,8,Льовочкін Сергій Володимирович,Сергій,Володимирович,Льовочкін,С.В.,27.11.2014,,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""Опозиційний блок"" /№ у списку - 12/",,,,,безпартійний,50,Безпартійний,12,"народився 17 липня 1972 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, голова, благодійна організація ""Фонд Сергія Льовочкіна ""Нова Україна"", безпартійний, проживає в місті Києві, судимість відсутня, включений до виборчого списку під № 12.",http://itd.rada.gov.ua/mps/info/page/7718,http://static.rada.gov.ua/dep_img8/ob12.jpg,ob12,1,17.07.1972,вища,,,голова,"благодійна організація ""Фонд Сергія Льовочкіна ""Нова Україна""",ні,в місті Києві,
11109,340,mp-ob16_skl8,8,Льовочкіна Юлія Володимирівна,Юлія,Володимирівна,Льовочкіна,Ю.В.,27.11.2014,,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""Опозиційний блок"" /№ у списку - 16/",,,,,безпартійнa,50,Безпартійний,16,"народилася 17 лютого 1977 року, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійнa, проживає в місті Києві, судимість відсутня, включена до виборчого списку під № 16.",http://itd.rada.gov.ua/mps/info/page/11109,http://static.rada.gov.ua/dep_img8/ob16.jpg,ob16,2,17.02.1977,вища,,,народний депутат України,,так,в місті Києві,
18117,127,mp-d166_1_skl8,8,Люшняк Микола Володимирович,Микола,Володимирович,Люшняк,М.В.,27.11.2014,,"Виборчий округ № 166, Тернопільська область",Виборчий округ № 166,166,61,Тернопільська область,безпартійний,50,Безпартійний,,"народився 8 лютого 1974 року в місті Бережани Тернопільської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, генеральний директор, ТОВ ""Золотники Агро"", безпартійний, проживає в селі Петриків Тернопільського району Тернопільської області, судимість відсутня, суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".",http://itd.rada.gov.ua/mps/info/page/18117,http://static.rada.gov.ua/dep_img8/d166_1.jpg,d166_1,1,08.02.1974,вища,,,генеральний директор,"ТОВ ""Золотники Агро""",ні,в селі Петриків Тернопільського району Тернопільської області,
8818,350,mp-rp1_skl8,8,Ляшко Олег Валерійович,Олег,Валерійович,Ляшко,О.В.,27.11.2014,,"Багатомандатний загальнодержавний виборчий округ, Радикальна Партія Олега Ляшка /№ у списку - 1/",,,,,член Радикальної Партії Олега Ляшка,206,Фракція Радикальної партії Олега Ляшка,1,"народився 3 грудня 1972 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, член Радикальної Партії Олега Ляшка, проживає в місті Києві, судимість відсутня, включений до виборчого списку під № 1.",http://itd.rada.gov.ua/mps/info/page/8818,http://static.rada.gov.ua/dep_img8/rp1.jpg,rp1,1,03.12.1972,вища,,,народний депутат України,,так,в місті Києві,
18014,310,mp-sp15_skl8,8,Мірошніченко Іван Володимирович,Іван,Володимирович,Мірошніченко,І.В.,27.11.2014,,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""Об'єднання ""САМОПОМІЧ"" /№ у списку - 15/",,,,,безпартійний,50,Безпартійний,15,"народився 29 серпня 1972 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, тимчасово не працює, безпартійний, проживає в селі Гатне Києво-Святошинського району Київської області, судимість відсутня, включений до виборчого списку під № 15.",http://itd.rada.gov.ua/mps/info/page/18014,http://static.rada.gov.ua/dep_img8/sp15.jpg,sp15,1,29.08.1972,вища,,,тимчасово не працює,,ні,в селі Гатне Києво-Святошинського району Київської області,
18030,324,mp-sp31_skl8,8,Мірошник Андрій Миколайович,Андрій,Миколайович,Мірошник,А.М.,27.11.2014,13.05.2015,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""Об'єднання ""САМОПОМІЧ"" /№ у списку - 31/",,,,,безпартійний,50,Безпартійний,31,"народився 2 листопада 1980 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор департаменту бізнесу фіксованого зв’язку, ПАТ ""Датагруп"", безпартійний, проживає в місті Києві, судимість відсутня, включений до виборчого списку під № 31.",http://itd.rada.gov.ua/mps/info/page/18030,http://static.rada.gov.ua/dep_img8/sp31.jpg,sp31,1,02.11.1980,вища,,,директор департаменту бізнесу фіксованого зв’язку,"ПАТ ""Датагруп""",ні,в місті Києві,НДУ Особиста письмова заява про складення повноважень
8826,394,mp-ob20_skl8,8,Мірошниченко Юрій Романович,Юрій,Романович,Мірошниченко,Ю.Р.,27.11.2014,,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""Опозиційний блок"" /№ у списку - 20/",,,,,безпартійний,50,Безпартійний,20,"народився 3 лютого 1970 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в м. Києві, судимість відсутня, включений до виборчого списку під № 20.",http://itd.rada.gov.ua/mps/info/page/8826,http://static.rada.gov.ua/dep_img8/ob20.jpg,ob20,1,03.02.1970,вища,,,народний депутат України,,так,в м. Києві,
8827,72,mp-d98_1_skl8,8,Міщенко Сергій Григорович,Сергій,Григорович,Міщенко,С.Г.,27.11.2014,,"Виборчий округ № 98, Київська область",Виборчий округ № 98,98,32,Київська область,безпартійний,50,Безпартійний,,"народився 13 серпня 1971 року в місті Бориспіль Київської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Києві, судимість відсутня, самовисування.",http://itd.rada.gov.ua/mps/info/page/8827,http://static.rada.gov.ua/dep_img8/d98_1.jpg,d98_1,1,13.08.1971,вища,,,народний депутат України,,так,в місті Києві,
15972,430,mp-bp66_skl8,8,Макар'ян Давид Борисович,Давид,Борисович,Макар'ян,Д.Б.,04.12.2014,,"Багатомандатний загальнодержавний виборчий округ, ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"" /№ у списку - 66/",,,,,безпартійний,50,Безпартійний,66,"народився 12 серпня 1984 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, помічник-консультант народного депутата України, безпартійний, проживає в місті Києві, судимість відсутня, включений до виборчого списку під № 66.",http://itd.rada.gov.ua/mps/info/page/15972,http://static.rada.gov.ua/dep_img8/bp66.jpg,bp66,1,12.08.1984,вища,,,помічник-консультант народного депутата України,,ні,в місті Києві,
18163,7,mp-d16_1_skl8,8,Македон Юрій Миколайович,Юрій,Миколайович,Македон,Ю.М.,27.11.2014,,"Виборчий округ № 16, Вінницька область",Виборчий округ № 16,16,5,Вінницька область,безпартійний,50,Безпартійний,,"народився 24 жовтня 1980 року в місті Могилів-Подільський Вінницької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, керівник, ТОВ ""Вікторія транспорт"", безпартійний, проживає в місті Могилів-Подільський Вінницької області, судимість відсутня, самовисування.",http://itd.rada.gov.ua/mps/info/page/18163,http://static.rada.gov.ua/dep_img8/d16_1.jpg,d16_1,1,24.10.1980,вища,,,керівник,"ТОВ ""Вікторія транспорт""",ні,в місті Могилів-Подільський Вінницької області,
17974,391,mp-bp6_skl8,8,Мамчур Юлій Валерійович,Юлій,Валерійович,Мамчур,Ю.В.,27.11.2014,,"Багатомандатний загальнодержавний виборчий округ, ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"" /№ у списку - 6/",,,,,безпартійний,50,Безпартійний,6,"народився 15 серпня 1971 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, командир, військова частина, безпартійний, проживає в місті Миколаєві, судимість відсутня, включений до виборчого списку під № 6.",http://itd.rada.gov.ua/mps/info/page/17974,http://static.rada.gov.ua/dep_img8/bp6.jpg,bp6,1,15.08.1971,вища,,,командир,військова частина,ні,в місті Миколаєві,
18013,309,mp-sp14_skl8,8,Маркевич Ярослав Володимирович,Ярослав,Володимирович,Маркевич,Я.В.,27.11.2014,,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""Об'єднання ""САМОПОМІЧ"" /№ у списку - 14/",,,,,безпартійний,50,Безпартійний,14,"народився 3 грудня 1973 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта загальна середня, фізична особа - підприємець, безпартійний, проживає в місті Харкові, судимість відсутня, включений до виборчого списку під № 14.",http://itd.rada.gov.ua/mps/info/page/18013,http://static.rada.gov.ua/dep_img8/sp14.jpg,sp14,1,03.12.1973,загальна середня,,,фізична особа - підприємець,,ні,в місті Харкові,
2323,194,mp-nf14_skl8,8,Мартиненко Микола Володимирович,Микола,Володимирович,Мартиненко,М.В.,27.11.2014,22.12.2015,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""НАРОДНИЙ ФРОНТ"" /№ у списку - 14/",,,,,"член Політичної партії ""НАРОДНИЙ ФРОНТ""",211,"Політична партія ""НАРОДНИЙ ФРОНТ""",14,"народився 12 сiчня 1961 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, голова Комітету Верховної Ради України з питань паливно-енергетичного комплексу, ядерної політики та ядерної безпеки, член Політичної партії ""НАРОДНИЙ ФРОНТ"", проживає в місті Києві, судимість відсутня, включений до виборчого списку під № 14.",http://itd.rada.gov.ua/mps/info/page/2323,http://static.rada.gov.ua/dep_img8/nf14.jpg,nf14,1,12.01.1961,вища,,,народний депутат України,"голова Комітету Верховної Ради України з питань паливно-енергетичного комплексу, ядерної політики та ядерної безпеки",так,в місті Києві,НДУ Особиста письмова заява про складення повноважень
15732,11,mp-d20_1_skl8,8,Мартиняк Сергій Васильович,Сергій,Васильович,Мартиняк,С.В.,27.11.2014,,"Виборчий округ № 20, Волинська область",Виборчий округ № 20,20,7,Волинська область,безпартійний,50,Безпартійний,,"народився 4 березня 1971 року в місті Луцьку Волинської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, голова підкомітету з питань банківської діяльності Комітету Верховної Ради України з питань фінансів і банківської діяльності, безпартійний, проживає в селі Гаразджа Луцького району Волинської області, судимість відсутня, самовисування.",http://itd.rada.gov.ua/mps/info/page/15732,http://static.rada.gov.ua/dep_img8/d20_1.jpg,d20_1,1,04.03.1971,вища,,,народний депутат України,голова підкомітету з питань банківської діяльності Комітету Верховної Ради України з питань фінансів і банківської діяльності,так,в селі Гаразджа Луцького району Волинської області,
15744,392,mp-d36_1_skl8,8,Мартовицький Артур Володимирович,Артур,Володимирович,Мартовицький,А.В.,27.11.2014,,"Виборчий округ № 36, Дніпропетровська область",Виборчий округ № 36,36,12,Дніпропетровська область,безпартійний,50,Безпартійний,,"народився 16 червня 1964 року в місті Макіївка Донецької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Павлоград Дніпропетровської області, судимість відсутня, самовисування.",http://itd.rada.gov.ua/mps/info/page/15744,http://static.rada.gov.ua/dep_img8/d36_1.jpg,d36_1,1,16.06.1964,вища,,,народний депутат України,,так,в місті Павлоград Дніпропетровської області,
18118,65,mp-d90_1_skl8,8,Марченко Олександр Олександрович,Олександр,Олександрович,Марченко,О.О.,27.11.2014,,"Виборчий округ № 90, Київська область",Виборчий округ № 90,90,32,Київська область,"член політичної партії Всеукраїнське об’єднання ""Свобода""",117,"Політична партія Всеукраїнське об'єднання ""Свобода""",,"народився 14 сiчня 1965 року в селі Рибчинці Хмільницького району Вінницької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, генеральний директор, ТДВ ""Білоцерківський кар'єр"", член політичної партії Всеукраїнське об’єднання ""Свобода"", проживає в місті Біла Церква Київської області, судимість відсутня, суб’єкт висування – політична партія Всеукраїнське об’єднання ""Свобода"".",http://itd.rada.gov.ua/mps/info/page/18118,http://static.rada.gov.ua/dep_img8/d90_1.jpg,d90_1,1,14.01.1965,вища,,,генеральний директор,"ТДВ ""Білоцерківський кар'єр""",ні,в місті Біла Церква Київської області,
17966,230,mp-nf52_skl8,8,Масоріна Олена Сергіївна,Олена,Сергіївна,Масоріна,О.С.,27.11.2014,,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""НАРОДНИЙ ФРОНТ"" /№ у списку - 52/",,,,,безпартійнa,50,Безпартійний,52,"народилася 17 березня 1986 року, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, заступник голови правління, БЛАГОДІЙНА ОРГАНІЗАЦІЯ ""БЛАГОДІЙНИЙ ФОНД ""ВОЛОНТЕРСЬКА СОТНЯ ""УКРАЇНА – СВІТ"", безпартійнa, проживає в місті Києві, судимість відсутня, включена до виборчого списку під № 52.",http://itd.rada.gov.ua/mps/info/page/17966,http://static.rada.gov.ua/dep_img8/nf52.jpg,nf52,2,17.03.1986,вища,,,заступник голови правління,"БЛАГОДІЙНА ОРГАНІЗАЦІЯ ""БЛАГОДІЙНИЙ ФОНД ""ВОЛОНТЕРСЬКА СОТНЯ ""УКРАЇНА – СВІТ""",ні,в місті Києві,
15665,424,mp-bp7_skl8,8,Матіос Марія Василівна,Марія,Василівна,Матіос,М.В.,02.12.2014,,"Багатомандатний загальнодержавний виборчий округ, ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"" /№ у списку - 7/",,,,,безпартійнa,50,Безпартійний,7,"народилася 19 грудня 1959 року, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійнa, проживає в місті Києві, судимість відсутня, включена до виборчого списку під № 7.",http://itd.rada.gov.ua/mps/info/page/15665,http://static.rada.gov.ua/dep_img8/bp7.jpg,bp7,2,19.12.1959,вища,,,народний депутат України,,так,в місті Києві,
