id,nreg,convocation,full_name,first_name,second_name,last_name,short_name,other_name,date_begin,date_end,district_text,district_name,district_num,region_name,party_text,party_id,party_name,anketa_data,anketa_url,photo,photo_id,gender,birthday,nationality,education,academic,old_profession,old_post,old_member,awards_text,resignation_text
31802,mp-d324_skl2,2,Марчук Євген Кирилович,Євген,Кирилович,Марчук,Є.К.,,10.12.1995,12.05.1998,"Миргородський виборчий округ № 324, Полтавська область",Миргородський виборчий округ № 324,324,Полтавська область,Безпартійний,0,Самовисування,"Облікова картка\nМиргородський (Полтавська обл.) виборчий округ N 324\nПрізвище, ім'я, по батькові: Марчук Євген Кирилович\nЧисло, місяць і рік народження: 28.01.41\nНаціональність: українець\nОсвіта: вища\nПрофесія: вчитель німецької мови, української мови та літератури\nПосада (заняття), місце роботи: Прем'єр-Міністр України\nЧи є членом політичної партії: ні\nВчений ступінь, звання: не має\nЧи обирався раніше депутатом до Верховної Ради України: ні",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=31802,http://static.rada.gov.ua/arhiv/DEPPHO2/D324.JPG,d324,1,28.01.1941,українець,вища,не має,"вчитель німецької мови, української мови та літератури",Прем'єр-Міністр України,ні,,
32402,mp-d330_skl2,2,Масенко Олександр Миколайович,Олександр,Миколайович,Масенко,О.М.,,11.05.1994,12.05.1998,"Оржицький виборчий округ № 330, Полтавська область",Оржицький виборчий округ № 330,330,Полтавська область,Комуністична партія України,5,Комуністична партія України,"Облікова картка\nОржицький (Полтавська обл.) виборчий округ N 330\nПрізвище, ім'я, по батькові: Масенко Олександр Миколайович\nЧисло, місяць і рік народження: 03.02.49\nНаціональність: українець\nОсвіта: вища\nПрофесія: економіст\nПосада (заняття), місце роботи: голова колгоспу ""Іскра"" Оржицького району Полтавської області\nЧи є членом політичної партії: Комуністична партія України\nВчений ступінь, звання: не має\nЧи обирався раніше депутатом до Верховної Ради України: ні",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=32402,http://static.rada.gov.ua/arhiv/DEPPHO2/D330.JPG,d330,1,03.02.1949,українець,вища,не має,економіст,"голова колгоспу ""Іскра"" Оржицького району Полтавської області",ні,,
43702,mp-d446_skl2,2,Масол Віталій Андрійович,Віталій,Андрійович,Масол,В.А.,,11.05.1994,12.05.1998,"Козелецький виборчий округ № 446, Чернігівська область",Козелецький виборчий округ № 446,446,Чернігівська область,Безпартійний,0,Самовисування,"Облікова картка\nКозелецький (Чернігівська обл.) виборчий округ N 446\nПрізвище, ім'я, по батькові: Масол Віталій Андрійович\nЧисло, місяць і рік народження: 14.11.28\nНаціональність: українець\nОсвіта: вища\nПрофесія: інженер-механік\nПосада (заняття), місце роботи: член Комісії Верховної Ради України з питань планування бюджету, фінансів і цін\nЧи є членом політичної партії: ні\nВчений ступінь, звання: кандидат технічних наук\nЧи обирався раніше депутатом до Верховної Ради України: так",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=43702,http://static.rada.gov.ua/arhiv/DEPPHO2/D446.JPG,d446,1,14.11.1928,українець,вища,кандидат технічних наук,інженер-механік,"член Комісії Верховної Ради України з питань планування бюджету, фінансів і цін",так,,
33302,mp-d339_skl2,2,Матковський Олег Богданович,Олег,Богданович,Матковський,О.Б.,,11.05.1994,12.05.1998,"Здолбунівський виборчий округ № 339, Рівненська область",Здолбунівський виборчий округ № 339,339,Рівненська область,Народний Рух України,1,Народний Рух України,"Облікова картка\nЗдолбунівський (Рівненська обл.) виборчий округ N 339\nПрізвище, ім'я, по батькові: Матковський Олег Богданович\nЧисло, місяць і рік народження: 15.02.57\nНаціональність: українець\nОсвіта: вища\nПрофесія: юрист\nПосада (заняття), місце роботи: адвокат Здолбунівської асоціації адвокатів\nЧи є членом політичної партії: Народний Рух України\nВчений ступінь, звання: не має\nЧи обирався раніше депутатом до Верховної Ради України: ні",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=33302,http://static.rada.gov.ua/arhiv/DEPPHO2/D339.JPG,d339,1,15.02.1957,українець,вища,не має,юрист,адвокат Здолбунівської асоціації адвокатів,ні,,
16802,mp-d171_1_skl2,2,Медведчук Віктор Володимирович,Віктор,Володимирович,Медведчук,В.В.,,25.04.1997,12.05.1998,"Іршавський виборчий округ № 171, Закарпатська область",Іршавський виборчий округ № 171,171,Закарпатська область,Соціал-демократична партія України (об'єднана),53,Соціал-демократична партія України (об'єднана),"Облікова картка\nІршавський (Закарпатська обл.) виборчий округ N 171\nПрізвище, ім'я, по батькові: Медведчук Віктор Володимирович\nЧисло, місяць і рік народження: 07.08.54\nНаціональність: українець\nОсвіта: вища\nПрофесія: юрист\nПосада (заняття), місце роботи: президент Спілки адвокатів України\nЧи є членом політичної партії: Соціал-демократична партія України (об'єднана)\nВчений ступінь, звання: кандидат юридичних наук\nЧи обирався раніше депутатом до Верховної Ради України: ні",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=16802,http://static.rada.gov.ua/arhiv/DEPPHO2/D171_1.JPG,d171_1,1,07.08.1954,українець,вища,кандидат юридичних наук,юрист,президент Спілки адвокатів України,ні,,
8702,mp-d89_skl2,2,Мельник Володимир Сергійович,Володимир,Сергійович,Мельник,В.С.,,11.05.1994,12.05.1998,"Інгулецький виборчий округ № 89, Дніпропетровська область",Інгулецький виборчий округ № 89,89,Дніпропетровська область,Безпартійний,0,Самовисування,"Облікова картка\nІнгулецький (Дніпропетровська обл.) виборчий округ N 089\nПрізвище, ім'я, по батькові: Мельник Володимир Сергійович\nЧисло, місяць і рік народження: 30.08.57\nНаціональність: українець\nОсвіта: вища\nПрофесія: вчений агроном\nПосада (заняття), місце роботи: директор радгоспу імені Тараса Шевченка Криворізького району Дніпропетровської області\nЧи є членом політичної партії: ні\nВчений ступінь, звання: не має\nЧи обирався раніше депутатом до Верховної Ради України: ні",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=8702,http://static.rada.gov.ua/arhiv/DEPPHO2/D89.JPG,d89,1,30.08.1957,українець,вища,не має,вчений агроном,директор радгоспу імені Тараса Шевченка Криворізького району Дніпропетровської області,ні,,
30002,mp-d306_skl2,2,Мельник Петро Якович,Петро,Якович,Мельник,П.Я.,,11.05.1994,12.05.1998,"Котовський виборчий округ № 306, Одеська область",Котовський виборчий округ № 306,306,Одеська область,Комуністична партія України,5,Комуністична партія України,"Облікова картка\nКотовський (Одеська обл.) виборчий округ N 306\nПрізвище, ім'я, по батькові: Мельник Петро Якович\nЧисло, місяць і рік народження: 12.06.46\nНаціональність: українець\nОсвіта: вища\nПрофесія: агроном\nПосада (заняття), місце роботи: голова колгоспу імені Ілліча Кодимського району Одеської області\nЧи є членом політичної партії: Комуністична партія України\nВчений ступінь, звання: не має\nЧи обирався раніше депутатом до Верховної Ради України: ні",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=30002,http://static.rada.gov.ua/arhiv/DEPPHO2/D306.JPG,d306,1,12.06.1946,українець,вища,не має,агроном,голова колгоспу імені Ілліча Кодимського району Одеської області,ні,,
15802,mp-d161_skl2,2,Мельник Сергій Іванович,Сергій,Іванович,Мельник,С.І.,,24.07.1994,12.05.1998,"Житомирський сільський виборчий округ № 161, Житомирська область",Житомирський сільський виборчий округ № 161,161,Житомирська область,Безпартійний,0,Самовисування,"Облікова картка\nЖитомирський сільський (Житомирська обл.) виборчий округ N 161\nПрізвище, ім'я, по батькові: Мельник Сергій Іванович\nЧисло, місяць і рік народження: 05.06.58\nНаціональність: українець\nОсвіта: вища\nПрофесія: вчений агроном\nПосада (заняття), місце роботи: голова колективного сільськогосподарського підприємства імені Корольова (село Заможне Житомирського району)\nЧи є членом політичної партії: ні\nВчений ступінь, звання: не має\nЧи обирався раніше депутатом до Верховної Ради України: ні",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=15802,http://static.rada.gov.ua/arhiv/DEPPHO2/D161.JPG,d161,1,05.06.1958,українець,вища,не має,вчений агроном,голова колективного сільськогосподарського підприємства імені Корольова (село Заможне Житомирського району),ні,,
7602,mp-d78_skl2,2,Меркушов Віктор Тимофійович,Віктор,Тимофійович,Меркушов,В.Т.,,11.05.1994,12.05.1998,"Кіровський виборчий округ № 78, Дніпропетровська область",Кіровський виборчий округ № 78,78,Дніпропетровська область,Безпартійний,0,Самовисування,"Облікова картка\nКіровський (Дніпропетровська обл.) виборчий округ N 078\nПрізвище, ім'я, по батькові: Меркушов Віктор Тимофійович\nЧисло, місяць і рік народження: 30.07.49\nНаціональність: росіянин\nОсвіта: вища\nПрофесія: інженер-механік\nПосада (заняття), місце роботи: голова Дніпропетровської міської Ради народних депутатів\nЧи є членом політичної партії: ні\nВчений ступінь, звання: не має\nЧи обирався раніше депутатом до Верховної Ради України: ні",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=7602,http://static.rada.gov.ua/arhiv/DEPPHO2/D78.JPG,d78,1,30.07.1949,росіянин,вища,не має,інженер-механік,голова Дніпропетровської міської Ради народних депутатів,ні,,
2402,mp-d25_skl2,2,Миримський Лев Юлійович,Лев,Юлійович,Миримський,Л.Ю.,,20.11.1994,12.05.1998,"Київський виборчий округ № 25, Автономна Республіка Крим",Київський виборчий округ № 25,25,Автономна Республіка Крим,Безпартійний,0,Самовисування,"Облікова картка\nКиївський (Автономна Республіка Крим) виборчий округ N 025\nПрізвище, ім'я, по батькові: Миримський Лев Юлійович\nЧисло, місяць і рік народження: 02.04.60\nНаціональність: єврей\nОсвіта: незакінчена вища\nПрофесія: технік-будівельник\nПосада (заняття), місце роботи: президент корпорації ""Імперія""\nЧи є членом політичної партії: ні\nВчений ступінь, звання: не має\nЧи обирався раніше депутатом до Верховної Ради України: ні",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=2402,http://static.rada.gov.ua/arhiv/DEPPHO2/D25.JPG,d25,1,02.04.1960,єврей,незакінчена вища,не має,технік-будівельник,"президент корпорації ""Імперія""",ні,,
7402,mp-d76_skl2,2,Михайленко Сергій Михайлович,Сергій,Михайлович,Михайленко,С.М.,,11.05.1994,12.05.1998,"Жовтневий виборчий округ № 76, Дніпропетровська область",Жовтневий виборчий округ № 76,76,Дніпропетровська область,Партія демократичного відродження України,20,Партія демократичного відродження України,"Облікова картка\nЖовтневий (Дніпропетровська обл.) виборчий округ N 076\nПрізвище, ім'я, по батькові: Михайленко Сергій Михайлович\nЧисло, місяць і рік народження: 03.03.65\nНаціональність: українець\nОсвіта: вища\nПрофесія: інженер-металург\nПосада (заняття), місце роботи: директор Інституту міжнародних зв'язків, економіки, політики і права\nЧи є членом політичної партії: Партія демократичного відродження України\nВчений ступінь, звання: не має\nЧи обирався раніше депутатом до Верховної Ради України: ні",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=7402,http://static.rada.gov.ua/arhiv/DEPPHO2/D76.JPG,d76,1,03.03.1965,українець,вища,не має,інженер-металург,"директор Інституту міжнародних зв'язків, економіки, політики і права",ні,,
13302,mp-d136_skl2,2,Мірошниченко Людвіг Миколайович,Людвіг,Миколайович,Мірошниченко,Л.М.,,11.05.1994,12.05.1998,"Маріупольський-Іллічівський виборчий округ № 136, Донецька область",Маріупольський-Іллічівський виборчий округ № 136,136,Донецька область,Безпартійний,0,Самовисування,"Облікова картка\nМаріупольський-Іллічівський (Донецька обл.) виборчий округ N 136\nПрізвище, ім'я, по батькові: Мірошниченко Людвіг Миколайович\nЧисло, місяць і рік народження: 25.12.37\nНаціональність: українець\nОсвіта: середня загальна\nПрофесія: металург\nПосада (заняття), місце роботи: заступник голови ради орендарів металургійного комбінату імені Ілліча Донецької області\nЧи є членом політичної партії: ні\nВчений ступінь, звання: не має\nЧи обирався раніше депутатом до Верховної Ради України: ні",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=13302,http://static.rada.gov.ua/arhiv/DEPPHO2/D136.JPG,d136,1,25.12.1937,українець,середня загальна,не має,металург,заступник голови ради орендарів металургійного комбінату імені Ілліча Донецької області,ні,,
2502,mp-d26_skl2,2,Мірошниченко Юрій Олексійович,Юрій,Олексійович,Мірошниченко,Ю.О.,,07.08.1994,12.05.1998,"Ростовський виборчий округ № 26, Автономна Республіка Крим",Ростовський виборчий округ № 26,26,Автономна Республіка Крим,Комуністична партія України,5,Комуністична партія України,"Облікова картка\nРостовський (Автономна Республіка Крим) виборчий округ N 026\nПрізвище, ім'я, по батькові: Мірошниченко Юрій Олексійович\nЧисло, місяць і рік народження: 12.05.41\nНаціональність: росіянин\nОсвіта: вища\nПрофесія: перекладач\nПосада (заняття), місце роботи: референт Сімферопольського міського комітету Комуністичної партії Криму (Комуністичної партії України)\nЧи є членом політичної партії: Комуністична партія України\nВчений ступінь, звання: не має\nЧи обирався раніше депутатом до Верховної Ради України: ні",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=2502,http://static.rada.gov.ua/arhiv/DEPPHO2/D26.JPG,d26,1,12.05.1941,росіянин,вища,не має,перекладач,референт Сімферопольського міського комітету Комуністичної партії Криму (Комуністичної партії України),ні,,
21902,mp-d225_skl2,2,Мішура Валерій Дмитрович,Валерій,Дмитрович,Мішура,В.Д.,,11.05.1994,12.05.1998,"Центральний виборчий округ № 225, Кіровоградська область",Центральний виборчий округ № 225,225,Кіровоградська область,Комуністична партія України,5,Комуністична партія України,"Облікова картка\nЦентральний (Кіровоградська обл.) виборчий округ N 225\nПрізвище, ім'я, по батькові: Мішура Валерій Дмитрович\nЧисло, місяць і рік народження: 05.11.41\nНаціональність: українець\nОсвіта: вища\nПрофесія: учитель\nПосада (заняття), місце роботи: помічник голови Ленінської районної Ради народних депутатів міста Кіровограда\nЧи є членом політичної партії: Комуністична партія України\nВчений ступінь, звання: не має\nЧи обирався раніше депутатом до Верховної Ради України: ні",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=21902,http://static.rada.gov.ua/arhiv/DEPPHO2/D225.JPG,d225,1,05.11.1941,українець,вища,не має,учитель,помічник голови Ленінської районної Ради народних депутатів міста Кіровограда,ні,,
19402,mp-d198_skl2,2,Мовчан Павло Михайлович,Павло,Михайлович,Мовчан,П.М.,,11.05.1994,12.05.1998,"Коломийський виборчий округ № 198, Івано-Франківська область",Коломийський виборчий округ № 198,198,Івано-Франківська область,Безпартійний,0,Самовисування,"Облікова картка\nКоломийський (Івано-Франківська обл.) виборчий округ N 198\nПрізвище, ім'я, по батькові: Мовчан Павло Михайлович\nЧисло, місяць і рік народження: 15.07.39\nНаціональність: українець\nОсвіта: вища\nПрофесія: журналіст\nПосада (заняття), місце роботи: член підкомісії Комісії Верховної Ради України з питань Чорнобильської катастрофи\nЧи є членом політичної партії: ні\nВчений ступінь, звання: не має\nЧи обирався раніше депутатом до Верховної Ради України: так",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=19402,http://static.rada.gov.ua/arhiv/DEPPHO2/D198.JPG,d198,1,13.07.1939,українець,вища,не має,журналіст,член підкомісії Комісії Верховної Ради України з питань Чорнобильської катастрофи,так,,
15102,mp-d154_skl2,2,Мозер Георгій Едуардович,Георгій,Едуардович,Мозер,Г.Е.,,11.05.1994,12.05.1998,"Богунський виборчий округ № 154, Житомирська область",Богунський виборчий округ № 154,154,Житомирська область,Комуністична партія України,5,Комуністична партія України,"Облікова картка\nБогунський (Житомирська обл.) виборчий округ N 154\nПрізвище, ім'я, по батькові: Мозер Георгій Едуардович\nЧисло, місяць і рік народження: 05.08.40\nНаціональність: німець\nОсвіта: вища\nПрофесія: інженер-електромеханік\nПосада (заняття), місце роботи: директор Житомирського акціонерного товариства ""Крок""\nЧи є членом політичної партії: Комуністична партія України\nВчений ступінь, звання: не має\nЧи обирався раніше депутатом до Верховної Ради України: ні",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=15102,http://static.rada.gov.ua/arhiv/DEPPHO2/D154.JPG,d154,1,05.08.1940,німець,вища,не має,інженер-електромеханік,"директор Житомирського акціонерного товариства ""Крок""",ні,,
12802,mp-d131_skl2,2,Моісеєнко Володимир Миколайович,Володимир,Миколайович,Моісеєнко,В.М.,,11.05.1994,12.05.1998,"Макіївський-Гірницький виборчий округ № 131, Донецька область",Макіївський-Гірницький виборчий округ № 131,131,Донецька область,Комуністична партія України,5,Комуністична партія України,"Облікова картка\nМакіївський-Гірницький (Донецька обл.) виборчий округ N 131\nПрізвище, ім'я, по батькові: Моісеєнко Володимир Миколайович\nЧисло, місяць і рік народження: 24.01.56\nНаціональність: росіянин\nОсвіта: вища\nПрофесія: інженер-механік\nПосада (заняття), місце роботи: заступник голови виконавчого комітету Гірницької районної Ради народних депутатів міста Макіївки Донецької області\nЧи є членом політичної партії: Комуністична партія України\nВчений ступінь, звання: не має\nЧи обирався раніше депутатом до Верховної Ради України: ні",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=12802,http://static.rada.gov.ua/arhiv/DEPPHO2/D131.JPG,d131,1,24.01.1956,росіянин,вища,не має,інженер-механік,заступник голови виконавчого комітету Гірницької районної Ради народних депутатів міста Макіївки Донецької області,ні,,
21702,mp-d223_skl2,2,Мороз Олександр Олександрович,Олександр,Олександрович,Мороз,О.О.,,11.05.1994,12.05.1998,"Таращанський виборчий округ № 223, Київська область",Таращанський виборчий округ № 223,223,Київська область,Соціалістична партія України,2,Соціалістична партія України,"Облікова картка\nТаращанський (Київська обл.) виборчий округ N 223\nПрізвище, ім'я, по батькові: Мороз Олександр Олександрович\nЧисло, місяць і рік народження: 29.02.44\nНаціональність: українець\nОсвіта: вища\nПрофесія: інженер-механік\nПосада (заняття), місце роботи: секретар Комісії Верховної Ради України з питань агропромислового комплексу, голова Соціалістичної партії\nЧи є членом політичної партії: Соціалістична партія України\nВчений ступінь, звання: не має\nЧи обирався раніше депутатом до Верховної Ради України: так",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=21702,http://static.rada.gov.ua/arhiv/DEPPHO2/D223.JPG,d223,1,29.02.1944,українець,вища,не має,інженер-механік,"секретар Комісії Верховної Ради України з питань агропромислового комплексу, голова Соціалістичної партії",так,,
15702,mp-d160_skl2,2,Мосійчук Сергій Олександрович,Сергій,Олександрович,Мосійчук,С.О.,,11.05.1994,12.05.1998,"Баранівський виборчий округ № 160, Житомирська область",Баранівський виборчий округ № 160,160,Житомирська область,Селянська партія України,7,Селянська партія України,"Облікова картка\nБаранівський (Житомирська обл.) виборчий округ N 160\nПрізвище, ім'я, по батькові: Мосійчук Сергій Олександрович\nЧисло, місяць і рік народження: 14.04.54\nНаціональність: українець\nОсвіта: вища\nПрофесія: зооінженер\nПосада (заняття), місце роботи: голова правління колективного сільськогосподарського підприємства ""Перемога"" Червоноармійського району Житомирської області\nЧи є членом політичної партії: Селянська партія України\nВчений ступінь, звання: не має\nЧи обирався раніше депутатом до Верховної Ради України: ні",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=15702,http://static.rada.gov.ua/arhiv/DEPPHO2/D160.JPG,d160,1,14.04.1954,українець,вища,не має,зооінженер,"голова правління колективного сільськогосподарського підприємства ""Перемога"" Червоноармійського району Житомирської області",ні,,
10202,mp-d104_skl2,2,Москаленко Анатолій Іванович,Анатолій,Іванович,Москаленко,А.І.,,31.07.1994,12.05.1998,"П'ятихатський виборчий округ № 104, Дніпропетровська область",П'ятихатський виборчий округ № 104,104,Дніпропетровська область,Безпартійний,0,Самовисування,"Облікова картка\nП'ятихатський (Дніпропетровська обл.) виборчий округ N 104\nПрізвище, ім'я, по батькові: Москаленко Анатолій Іванович\nЧисло, місяць і рік народження: 17.02.42\nНаціональність: українець\nОсвіта: вища\nПрофесія: економіст\nПосада (заняття), місце роботи: директор державного підприємства ""Дніпропетровський обласний діловий центр""\nЧи є членом політичної партії: ні\nВчений ступінь, звання: кандидат економічних наук, доцент\nЧи обирався раніше депутатом до Верховної Ради України: ні",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=10202,http://static.rada.gov.ua/arhiv/DEPPHO2/D104.JPG,d104,1,17.02.1942,українець,вища,"кандидат економічних наук, доцент",економіст,"директор державного підприємства ""Дніпропетровський обласний діловий центр""",ні,,
6602,mp-d67_skl2,2,Мостиський Андрій Богданович,Андрій,Богданович,Мостиський,А.Б.,,11.05.1994,12.05.1998,"Ковельський виборчий округ № 67, Волинська область",Ковельський виборчий округ № 67,67,Волинська область,Безпартійний,0,Самовисування,"Облікова картка\nКовельський (Волинська обл.) виборчий округ N 067\nПрізвище, ім'я, по батькові: Мостиський Андрій Богданович\nЧисло, місяць і рік народження: 22.09.62\nНаціональність: українець\nОсвіта: вища\nПрофесія: інженер-геолог\nПосада (заняття), місце роботи: член Комісії Верховної Ради України у закордонних справах\nЧи є членом політичної партії: ні\nВчений ступінь, звання: не має\nЧи обирався раніше депутатом до Верховної Ради України: так",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=6602,http://static.rada.gov.ua/arhiv/DEPPHO2/D67.JPG,d67,1,22.09.1962,українець,вища,не має,інженер-геолог,член Комісії Верховної Ради України у закордонних справах,так,,
14302,mp-d146_skl2,2,Моцпан Анатолій Федорович,Анатолій,Федорович,Моцпан,А.Ф.,,11.05.1994,12.05.1998,"Амвросіївський виборчий округ № 146, Донецька область",Амвросіївський виборчий округ № 146,146,Донецька область,Безпартійний,0,Самовисування,"Облікова картка\nАмвросіївський (Донецька обл.) виборчий округ N 146\nПрізвище, ім'я, по батькові: Моцпан Анатолій Федорович\nЧисло, місяць і рік народження: 10.12.45\nНаціональність: українець\nОсвіта: вища\nПрофесія: історик\nПосада (заняття), місце роботи: викладач історії та суспільних дисциплін Амвросіївського індустріального технікуму\nЧи є членом політичної партії: ні\nВчений ступінь, звання: не має\nЧи обирався раніше депутатом до Верховної Ради України: ні",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=14302,http://static.rada.gov.ua/arhiv/DEPPHO2/D146.JPG,d146,1,10.12.1945,українець,вища,не має,історик,викладач історії та суспільних дисциплін Амвросіївського індустріального технікуму,ні,,
19302,mp-d197_skl2,2,Мулява Володимир Савелійович,Володимир,Савелійович,Мулява,В.С.,,11.05.1994,12.05.1998,"Калуський виборчий округ № 197, Івано-Франківська область",Калуський виборчий округ № 197,197,Івано-Франківська область,Безпартійний,0,Самовисування,"Облікова картка\nКалуський (Івано-Франківська обл.) виборчий округ N 197\nПрізвище, ім'я, по батькові: Мулява Володимир Савелійович\nЧисло, місяць і рік народження: 12.09.37\nНаціональність: українець\nОсвіта: вища\nПрофесія: соціолог-політолог\nПосада (заняття), місце роботи: помічник міністра оборони України\nЧи є членом політичної партії: ні\nВчений ступінь, звання: кандидат філософських наук, доцент\nЧи обирався раніше депутатом до Верховної Ради України: ні",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=19302,http://static.rada.gov.ua/arhiv/DEPPHO2/D197.JPG,d197,1,12.09.1937,українець,вища,"кандидат філософських наук, доцент",соціолог-політолог,помічник міністра оборони України,ні,,
37102,mp-d378_skl2,2,Мусіяка Віктор Лаврентійович,Віктор,Лаврентійович,Мусіяка,В.Л.,,11.05.1994,12.05.1998,"Фрунзенський виборчий округ № 378, Харківська область",Фрунзенський виборчий округ № 378,378,Харківська область,Безпартійний,0,Самовисування,"Облікова картка\nФрунзенський (Харківська обл.) виборчий округ N 378\nПрізвище, ім'я, по батькові: Мусіяка Віктор Лаврентійович\nЧисло, місяць і рік народження: 28.06.46\nНаціональність: українець\nОсвіта: вища\nПрофесія: юрист\nПосада (заняття), місце роботи: завідуючий кафедрою правових основ підприємництва та фінансового права Української юридичної академії\nЧи є членом політичної партії: ні\nВчений ступінь, звання: кандидат юридичних наук, професор\nЧи обирався раніше депутатом до Верховної Ради України: ні",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=37102,http://static.rada.gov.ua/arhiv/DEPPHO2/D378.JPG,d378,1,28.06.1946,українець,вища,"кандидат юридичних наук, професор",юрист,завідуючий кафедрою правових основ підприємництва та фінансового права Української юридичної академії,ні,,
36302,mp-d370_skl2,2,Мухін Володимир Васильович,Володимир,Васильович,Мухін,В.В.,,11.05.1994,12.05.1998,"Київський виборчий округ № 370, Харківська область",Київський виборчий округ № 370,370,Харківська область,Соціалістична партія України,2,Соціалістична партія України,"Облікова картка\nКиївський (Харківська обл.) виборчий округ N 370\nПрізвище, ім'я, по батькові: Мухін Володимир Васильович\nЧисло, місяць і рік народження: 28.06.49\nНаціональність: росіянин\nОсвіта: вища\nПрофесія: фізик\nПосада (заняття), місце роботи: начальник відділу Харківського фізико-технічного інституту\nЧи є членом політичної партії: Соціалістична партія України\nВчений ступінь, звання: доктор фізико-математичних наук, професор\nЧи обирався раніше депутатом до Верховної Ради України: ні",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=36302,http://static.rada.gov.ua/arhiv/DEPPHO2/D370.JPG,d370,1,28.06.1949,росіянин,вища,"доктор фізико-математичних наук, професор",фізик,начальник відділу Харківського фізико-технічного інституту,ні,,
52202,mp-d310_skl2,2,М'ясковський Михайло Михайлович,Михайло,Михайлович,М'ясковський,М.М.,,10.05.1994,16.05.1996,"Великомихайлівський виборчий округ № 310, Одеська область",Великомихайлівський виборчий округ № 310,310,Одеська область,Комуністична партія України,5,Комуністична партія України,"( Вибув 16.05.96. Помер. )\nОблікова картка\nВеликомихайлівський (Одеська обл.) виборчий округ N 310\nПрізвище, ім'я, по батькові: М'ясковський Михайло Михайлович\nЧисло, місяць і рік народження: 10.03.44\nНаціональність: українець\nОсвіта: вища\nПрофесія: інженер-технолог, політолог\nПосада (заняття), місце роботи: консультант спільного підприємства ""ТІРА""\nЧи є членом політичної партії: Комуністична партія України\nВчений ступінь, звання: не має\nЧи обирався раніше депутатом до Верховної Ради України: ні",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=52202,http://static.rada.gov.ua/arhiv/DEPPHO2/D310.JPG,d310,1,10.03.1944,українець,вища,не має,"інженер-технолог, політолог","консультант спільного підприємства ""ТІРА""",ні,,Вибув 16.05.96. Помер.
38902,mp-d396_skl2,2,Найда Георгій Іванович,Георгій,Іванович,Найда,Г.І.,,11.05.1994,12.05.1998,"Суворовський виборчий округ № 396, Херсонська область",Суворовський виборчий округ № 396,396,Херсонська область,Комуністична партія України,5,Комуністична партія України,"Облікова картка\nСуворовський (Херсонська область) виборчий округ N 396\nПрізвище, ім'я, по батькові: Найда Георгій Іванович\nЧисло, місяць і рік народження: 26.01.40\nПрофесія: інженер-експлуатаційник морського флоту\nПосада (заняття), місце роботи: генеральний директор асоціації морських портів України\nЧи є членом політичної партії: Комуністична партія України",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=38902,http://static.rada.gov.ua/arhiv/DEPPHO2/D396.JPG,d396,1,26.01.1940,,,,інженер-експлуатаційник морського флоту,генеральний директор асоціації морських портів України,,,
