id,nreg,convocation,full_name,first_name,second_name,last_name,short_name,date_begin,date_end,district_text,district_name,district_num,region_name,party_text,party_id,party_name,num_in_party,anketa_data,anketa_url,photo,photo_id,gender,birthday,nationality,education,old_profession,old_post,posts_text,post_name,department_name,factions_text,resignation_text
1603,mp-d353_skl3,3,Новик Анатолій Матвійович,Анатолій,Матвійович,Новик,А.М.,12.05.1998,14.05.2002,"Багатомандатний загальнодержавний виборчий округ, Виборчий блок Соціалістичної партії України та Селянської партії України ""За правду, за народ, за Україну!"" /№ у списку - 16/",Багатомандатний загальнодержавний виборчий округ,0,,Селянська партія України,55,"Виборчий блок Соціалістичної партії України та Селянської партії України ""За правду, за народ, за Україну""",16,"Багатомандатний загальнодержавний виборчий округ, ВБ СПУ та СелПУ\nПрізвище, ім'я, по батькові: Новик Анатолій Матвійович\nДата народження: 17/07/49\nНаціональність: українець\nОсвіта: вища\nСпеціальність: інженер-електрик\nПопереднє місце роботи: Голова наглядової ради ЗАТ ""Українська прес-група""\nПартійність (на момент виборів): Селянська партія України\nКомітет: Комітет з питань охорони здоров'я, материнства та дитинства\nПосада в комітеті: Перший заступник голови комітету\nФракція: Фракція партії ""Єдність""",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=1603,http://static.rada.gov.ua/arhiv/DEPPHO3/D353.JPG,d353,1,17.07.1949,українець,вища,інженер-електрик,"Голова наглядової ради ЗАТ ""Українська прес-група""","Перший заступник голови Комітету з питань охорони здоров'я, материнства та дитинства",Перший заступник голови комітету,"Комітет з питань охорони здоров'я, материнства та дитинства","Фракція партії ""Єдність""",
30503,mp-d229_skl3,3,Олійник Борис Ілліч,Борис,Ілліч,Олійник,Б.І.,12.05.1998,14.05.2002,"Багатомандатний загальнодержавний виборчий округ, Комуністична партія України /№ у списку - 4/",Багатомандатний загальнодержавний виборчий округ,0,,Комуністична партія України,5,Комуністична партія України,4,"Багатомандатний загальнодержавний виборчий округ, КПУ\nПрізвище, ім'я, по батькові: Олійник Борис Ілліч\nДата народження: 22/10/35\nНаціональність: українець\nОсвіта: вища\nСпеціальність: журналіст\nПопереднє місце роботи: Народний депутат України 13-го скликання\nПартійність (на момент виборів): Комуністична партія України\nКомітет: Комітет у закордонних справах\nПосада в комітеті: Член Комітету\nФракція: Фракція Комуністичної партії України",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=30503,http://static.rada.gov.ua/arhiv/DEPPHO3/D229.JPG,d229,1,22.10.1935,українець,вища,журналіст,Народний депутат України 13-го скликання,Член Комітету у закордонних справах,Член Комітету,Комітет у закордонних справах,Фракція Комуністичної партії України,
96703,mp-d415_skl3,3,Омеліч Віктор Семенович,Віктор,Семенович,Омеліч,В.С.,12.05.1998,14.05.2002,"Багатомандатний загальнодержавний виборчий округ, Всеукраїнське об'єднання ""Громада"" /№ у списку - 13/",Багатомандатний загальнодержавний виборчий округ,0,,"Всеукраїнське об'єднання ""Громада""",52,"Всеукраїнське об'єднання ""Громада""",13,"Багатомандатний загальнодержавний виборчий округ, ВО ""Громада""\nПрізвище, ім'я, по батькові: Омеліч Віктор Семенович\nДата народження: 24/09/41\nНаціональність: українець\nОсвіта: вища\nСпеціальність: економіст\nПопереднє місце роботи: Народний депутат України 13-го скликання\nПартійність (на момент виборів): Всеукраїнське об'єднання ""Громада""\nКомітет: Комітет з питань Регламенту, депутатської етики та організації роботи Верховної Ради України\nПосада в комітеті: Голова Комітету\nФракція: Фракція партії ""Єдність""",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=96703,http://static.rada.gov.ua/arhiv/DEPPHO3/D415.JPG,d415,1,24.09.1941,українець,вища,економіст,Народний депутат України 13-го скликання,"Голова Комітету з питань Регламенту, депутатської етики та організації роботи Верховної Ради України",Голова Комітету,"Комітет з питань Регламенту, депутатської етики та організації роботи Верховної Ради України","Фракція партії ""Єдність""",
80503,mp-d146_skl3,3,Омельченко Григорій Омелянович,Григорій,Омелянович,Омельченко,Г.О.,12.05.1998,14.05.2002,"Виборчий округ № 146, Полтавська область",Виборчий округ № 146,146,Полтавська область,Безпартійний,39,"Виборчий блок партій ""Вперед Україно!""",,"Виборчий округ N 146\nПрізвище, ім'я, по батькові: Омельченко Григорій Омелянович\nДата народження: 04/05/51\nОсвіта: вища\nСпеціальність: юрист\nПопереднє місце роботи: Народний депутат України 13-го скликання\nПартійність (на момент виборів): Позапартійний\nКомітет: Комітет з питань боротьби з організованою злочинністю і корупцією\nПосада в комітеті: Член Комітету\nФракція: Не входить до складу фракцій",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=80503,http://static.rada.gov.ua/arhiv/DEPPHO3/D146.JPG,d146,1,04.05.1951,,вища,юрист,Народний депутат України 13-го скликання,Член Комітету з питань боротьби з організованою злочинністю і корупцією,Член Комітету,Комітет з питань боротьби з організованою злочинністю і корупцією,Не входить до складу фракцій,
211503,mp-d439_skl3,3,Онопенко Василь Васильович,Василь,Васильович,Онопенко,В.В.,12.05.1998,14.05.2002,"Багатомандатний загальнодержавний виборчий округ, Соціал-демократична партія України (об'єднана) /№ у списку - 3/",Багатомандатний загальнодержавний виборчий округ,0,,Соціал-демократична партія України (об'єднана),53,Соціал-демократична партія України (об'єднана),3,"Багатомандатний загальнодержавний виборчий округ, СДПУ (о)\nПрізвище, ім'я, по батькові: Онопенко Василь Васильович\nЧисло, місяць і рік народження: 10/04/49\nНаціональність: українець\nОсвіта: вища\nСпеціальність: юрист\nПопереднє місце роботи: Голова СДПУ (о)\nПартійність (на момент виборів): Соціал - демократична партія України (об'єднана)\nКомітет: Комітет з питань правової політики\nПосада в комітеті: Член Комітету\nФракція: Фракція ""Батьківщина""",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=211503,http://static.rada.gov.ua/arhiv/DEPPHO3/D439.JPG,d439,1,10.04.1949,українець,вища,юрист,Голова СДПУ (о),Член Комітету з питань правової політики,Член Комітету,Комітет з питань правової політики,"Фракція ""Батьківщина""",
374003,mp-d198_skl3,3,Онуфрійчук Михайло Якович,Михайло,Якович,Онуфрійчук,М.Я.,12.05.1998,14.05.2002,"Виборчий округ № 198, Черкаська область",Виборчий округ № 198,198,Черкаська область,Безпартійний,0,Самовисування,,"Виборчий округ N 198\nПрізвище, ім'я, по батькові: Онуфрійчук Михайло Якович\nДата народження: 15/04/45\nОсвіта: вища\nСпеціальність: філолог\nПопереднє місце роботи: Перший заступник Міністра інформації України\nПартійність (на момент виборів): Позапартійний\nКомітет: Комітет з питань свободи слова та інформації\nПосада в комітеті: Член Комітету\nФракція: Фракція Соціал-демократичної партії України (об'єднаної)",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=374003,http://static.rada.gov.ua/arhiv/DEPPHO3/D198.JPG,d198,1,15.04.1945,,вища,філолог,Перший заступник Міністра інформації України,Член Комітету з питань свободи слова та інформації,Член Комітету,Комітет з питань свободи слова та інформації,Фракція Соціал-демократичної партії України (об'єднаної),
36903,mp-d287_skl3,3,Оплачко Володимир Миколайович,Володимир,Миколайович,Оплачко,В.М.,12.05.1998,14.05.2002,"Багатомандатний загальнодержавний виборчий округ, Комуністична партія України /№ у списку - 68/",Багатомандатний загальнодержавний виборчий округ,0,,Комуністична партія України,5,Комуністична партія України,68,"Багатомандатний загальнодержавний виборчий округ, КПУ\nПрізвище, ім'я, по батькові: Оплачко Володимир Миколайович\nДата народження: 21/10/47\nНаціональність: українець\nОсвіта: вища\nСпеціальність: інженер-механік\nПопереднє місце роботи: Директор Снігурівської філії ЗАТ ""Агросервіс""\nПартійність (на момент виборів): Комуністична партія України\nКомітет: Комітет з питань будівництва, транспорту і зв'язку\nПосада в комітеті: Член Комітету\nФракція: Фракція Комуністичної партії України",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=36903,http://static.rada.gov.ua/arhiv/DEPPHO3/D287.JPG,d287,1,21.10.1947,українець,вища,інженер-механік,"Директор Снігурівської філії ЗАТ ""Агросервіс""","Член Комітету з питань будівництва, транспорту і зв'язку",Член Комітету,"Комітет з питань будівництва, транспорту і зв'язку",Фракція Комуністичної партії України,
81303,mp-d126_skl3,3,Осташ Ігор Іванович,Ігор,Іванович,Осташ,І.І.,12.05.1998,14.05.2002,"Виборчий округ № 126, Львівська область",Виборчий округ № 126,126,Львівська область,Українська Християнсько-демократична партія,0,Самовисування,,"Виборчий округ N 126\nПрізвище, ім'я, по батькові: Осташ Ігор Іванович\nДата народження: 04/08/59\nОсвіта: вища\nСпеціальність: філолог-славіст\nПопереднє місце роботи: Народний депутат України 13-го скликання\nПартійність (на момент виборів): Українська Християнсько - демократична партія\nКомітет: Комітет у закордонних справах\nПосада в комітеті: Голова Комітету\nФракція: Фракція партії""Реформи і порядок""-Реформи-конгрес",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=81303,http://static.rada.gov.ua/arhiv/DEPPHO3/D126.JPG,d126,1,04.08.1959,,вища,філолог-славіст,Народний депутат України 13-го скликання,Голова Комітету у закордонних справах,Голова Комітету,Комітет у закордонних справах,"Фракція партії'Реформи і порядок""-Реформи-конгрес",
38003,mp-d294_skl3,3,Охріменко Костянтин Олександрович,Костянтин,Олександрович,Охріменко,К.О.,12.05.1998,14.05.2002,"Багатомандатний загальнодержавний виборчий округ, Комуністична партія України /№ у списку - 79/",Багатомандатний загальнодержавний виборчий округ,0,,Комуністична партія України,5,Комуністична партія України,79,"Багатомандатний загальнодержавний виборчий округ, КПУ\nПрізвище, ім'я, по батькові: Охріменко Костянтин Олександрович\nДата народження: 23/02/49\nНаціональність: українець\nОсвіта: вища\nСпеціальність: інженер-механік\nПопереднє місце роботи: Народний депутат України 13-го скликання\nПартійність (на момент виборів): Комуністична партія України\nКомітет: Комітет з питань фінансів і банківської діяльності\nПосада в комітеті: Член Комітету\nФракція: Фракція Комуністичної партії України",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=38003,http://static.rada.gov.ua/arhiv/DEPPHO3/D294.JPG,d294,1,23.02.1949,українець,вища,інженер-механік,Народний депутат України 13-го скликання,Член Комітету з питань фінансів і банківської діяльності,Член Комітету,Комітет з питань фінансів і банківської діяльності,Фракція Комуністичної партії України,
174803,mp-d382_skl3,3,Павленко Сергій Григорович,Сергій,Григорович,Павленко,С.Г.,12.05.1998,14.05.2002,"Багатомандатний загальнодержавний виборчий округ, Партія Зелених України /№ у списку - 12/",Багатомандатний загальнодержавний виборчий округ,0,,Партія Зелених України,51,Партія Зелених України,12,"Багатомандатний загальнодержавний виборчий округ, ПЗУ\nПрізвище, ім'я, по батькові: Павленко Сергій Григорович\nДата народження: 21/05/1956\nОсвіта: вища\nСпеціальність: інженер\nПопереднє місце роботи: Директор товариства з обмеженою відповідальністю ""Реал-груп"" м. Київ\nПартійність (на момент виборів): Партія Зелених України\nКомітет: Комітет з питань аграрної політики та земельних відносин\nПосада в комітеті: Член Комітету\nФракція: Фракція партії Зелених України",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=174803,http://static.rada.gov.ua/arhiv/DEPPHO3/D382.JPG,d382,1,21.05.1956,,вища,інженер,"Директор товариства з обмеженою відповідальністю ""Реал-груп"" м. Київ",Член Комітету з питань аграрної політики та земельних відносин,Член Комітету,Комітет з питань аграрної політики та земельних відносин,Фракція партії Зелених України,
55903,mp-d333_skl3,3,Павличко Дмитро Васильович,Дмитро,Васильович,Павличко,Д.В.,12.05.1998,17.03.1999,"Багатомандатний загальнодержавний виборчий округ, Народний Рух України /№ у списку - 33/",Багатомандатний загальнодержавний виборчий округ,0,,Народний Рух України,1,Народний Рух України,33,"Дата вибуття: 17/березень/1999\nБагатомандатний загальнодержавний виборчий округ, НРУ\nПрізвище, ім'я, по батькові: Павличко Дмитро Васильович\nДата народження: 28/09/29\nНаціональність:\nОсвіта: вища\nСпеціальність: вчитель\nМісце роботи, з якого обирався: Посол України у Словацькій Республіці\nЧи є членом політичної партії: Народний Рух України\nФракція, в якій зареєстрований: Фракція Народного Руху України",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=55903,http://static.rada.gov.ua/arhiv/DEPPHO3/D333.JPG,d333,1,28.09.1929,,вища,вчитель,Посол України у Словацькій Республіці,,,,Фракція Народного Руху України,Дата вибуття: 17.03.1999
300603,mp-d188_skl3,3,Павловський Михайло Антонович,Михайло,Антонович,Павловський,М.А.,12.05.1998,14.05.2002,"Виборчий округ № 188, Хмельницька область",Виборчий округ № 188,188,Хмельницька область,Українська Республіканська партія,0,Самовисування,,"Виборчий округ N 188\nПрізвище, ім'я, по батькові: Павловський Михайло Антонович\nДата народження: 13/03/42\nНаціональність: українець\nОсвіта: вища\nСпеціальність: інженер-механік\nПопереднє місце роботи: Народний депутат України 13-го скликання\nПартійність (на момент виборів): Українська Республіканська партія\nКомітет: Комітет з питань Регламенту, депутатської етики та організації роботи Верховної Ради України\nПосада в комітеті: Член Комітету\nФракція: Фракція ""Батьківщина""",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=300603,http://static.rada.gov.ua/arhiv/DEPPHO3/D188.JPG,d188,1,13.03.1942,українець,вища,інженер-механік,Народний депутат України 13-го скликання,"Член Комітету з питань Регламенту, депутатської етики та організації роботи Верховної Ради України",Член Комітету,"Комітет з питань Регламенту, депутатської етики та організації роботи Верховної Ради України","Фракція ""Батьківщина""",
34203,mp-d263_skl3,3,Панасовський Олег Григорович,Олег,Григорович,Панасовський,О.Г.,12.05.1998,14.05.2002,"Багатомандатний загальнодержавний виборчий округ, Комуністична партія України /№ у списку - 41/",Багатомандатний загальнодержавний виборчий округ,0,,Комуністична партія України,5,Комуністична партія України,41,"Багатомандатний загальнодержавний виборчий округ, КПУ\nПрізвище, ім'я, по батькові: Панасовський Олег Григорович\nДата народження: 08/05/40\nНаціональність: росіянин\nОсвіта: вища\nСпеціальність: інженер-теплоенергетик\nПопереднє місце роботи: Народний депутат України, директор Вуглегірської ТЕС Державної акціонерної енергопостачальної компанії ""Центренерго ""\nПартійність (на момент виборів): Комуністична партія України\nКомітет: Комітет з питань паливно-енергетичного комплексу, ядерної політики та ядерної безпеки\nПосада в комітеті: Член Комітету\nФракція: Фракція Комуністичної партії України",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=34203,http://static.rada.gov.ua/arhiv/DEPPHO3/D263.JPG,d263,1,08.05.1940,росіянин,вища,інженер-теплоенергетик,"Народний депутат України, директор Вуглегірської ТЕС Державної акціонерної енергопостачальної компанії ""Центренерго""","Член Комітету з питань паливно-енергетичного комплексу, ядерної політики та ядерної безпеки",Член Комітету,"Комітет з питань паливно-енергетичного комплексу, ядерної політики та ядерної безпеки",Фракція Комуністичної партії України,
30303,mp-d227_skl3,3,Парубок Омелян Никонович,Омелян,Никонович,Парубок,О.Н.,12.05.1998,14.05.2002,"Багатомандатний загальнодержавний виборчий округ, Комуністична партія України /№ у списку - 2/",Багатомандатний загальнодержавний виборчий округ,0,,Комуністична партія України,5,Комуністична партія України,2,"Багатомандатний загальнодержавний виборчий округ, КПУ\nПрізвище, ім'я, по батькові: Парубок Омелян Никонович\nДата народження: 22/01/40\nНаціональність: українець\nОсвіта: вища\nСпеціальність: агроном\nПопереднє місце роботи: Народний депутат України 13-скликання\nПартійність (на момент виборів): Комуністична партія України\nКомітет: Комітет з питань аграрної політики та земельних відносин\nПосада в комітеті: Член Комітету\nФракція: Фракція Комуністичної партії України",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=30303,http://static.rada.gov.ua/arhiv/DEPPHO3/D227.JPG,d227,1,21.01.1940,українець,вища,агроном,Народний депутат України 13-скликання,Член Комітету з питань аграрної політики та земельних відносин,Член Комітету,Комітет з питань аграрної політики та земельних відносин,Фракція Комуністичної партії України,
37603,mp-d291_skl3,3,Пасечна Людмила Яківна,Людмила,Яківна,Пасечна,Л.Я.,12.05.1998,14.05.2002,"Багатомандатний загальнодержавний виборчий округ, Комуністична партія України /№ у списку - 75/",Багатомандатний загальнодержавний виборчий округ,0,,Комуністична партія України,5,Комуністична партія України,75,"Багатомандатний загальнодержавний виборчий округ, КПУ\nПрізвище, ім'я, по батькові: Пасечна Людмила Яківна\nДата народження: 16/07/48\nНаціональність: українка\nОсвіта: вища\nСпеціальність: вчитель математики\nПопереднє місце роботи: Народний депутат України 13-го скликання\nПартійність (на момент виборів): Комуністична партія України\nКомітет: Комітет з питань науки і освіти\nПосада в комітеті: Член Комітету\nФракція: Фракція Комуністичної партії України",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=37603,http://static.rada.gov.ua/arhiv/DEPPHO3/D291.JPG,d291,2,16.07.1948,українка,вища,вчитель математики,Народний депутат України 13-го скликання,Член Комітету з питань науки і освіти,Член Комітету,Комітет з питань науки і освіти,Фракція Комуністичної партії України,
384003,mp-d15_skl3,3,Пасєка Микола Сергійович,Микола,Сергійович,Пасєка,М.С.,12.05.1998,14.05.2002,"Виборчий округ № 15, Вінницька область",Виборчий округ № 15,15,Вінницька область,Комуністична партія України,5,Комуністична партія України,,"Виборчий округ N 15\nПрізвище, ім'я, по батькові: Пасєка Микола Сергійович\nДата народження: 18/05/46\nОсвіта: вища\nСпеціальність: агроном\nПопереднє місце роботи: Голова правління колективного сільсько- господарського підприємства ""Маяк"" села Лукашова Липовецького району\nПартійність (на момент виборів): Комуністична партія України\nКомітет: Комітет з питань аграрної політики та земельних відносин\nПосада в комітеті: Член Комітету\nФракція: Фракція Комуністичної партії України",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=384003,http://static.rada.gov.ua/arhiv/DEPPHO3/D15.JPG,d15,1,18.05.1946,,вища,агроном,"Голова правління колективного сільсько- господарського підприємства ""Маяк"" села Лукашова Липовецького району",Член Комітету з питань аграрної політики та земельних відносин,Член Комітету,Комітет з питань аграрної політики та земельних відносин,Фракція Комуністичної партії України,
496103,mp-d184_skl3,3,Пашковський Леонід Борисович,Леонід,Борисович,Пашковський,Л.Б.,12.05.1998,14.05.2002,"Виборчий округ № 184, Херсонська область",Виборчий округ № 184,184,Херсонська область,Безпартійний,0,Самовисування,,"Виборчий округ N 184\nПрізвище, ім'я, по батькові: Пашковський Леонід Борисович\nДата народження: 15/08/59\nОсвіта: вища\nСпеціальність: економіст-міжнародник\nПопереднє місце роботи: Голова правління АТЗТ ""Національна газова компанія""\nПартійність (на момент виборів): Позапартійний\nКомітет: Комітет з питань законодавчого забезпечення правоохоронної діяльності\nПосада в комітеті: Член Комітету\nФракція: Фракція партії ""Демократичний союз""",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=496103,http://static.rada.gov.ua/arhiv/DEPPHO3/D184.JPG,d184,1,15.08.1959,,вища,економіст-міжнародник,"Голова правління АТЗТ ""Національна газова компанія""",Член Комітету з питань законодавчого забезпечення правоохоронної діяльності,Член Комітету,Комітет з питань законодавчого забезпечення правоохоронної діяльності,"Фракція партії ""Демократичний союз""",
39403,mp-d303_skl3,3,Пейгалайнен Анатолій Володимирович,Анатолій,Володимирович,Пейгалайнен,А.В.,12.05.1998,14.05.2002,"Багатомандатний загальнодержавний виборчий округ, Комуністична партія України /№ у списку - 93/",Багатомандатний загальнодержавний виборчий округ,0,,Комуністична партія України,5,Комуністична партія України,93,"Багатомандатний загальнодержавний виборчий округ, КПУ\nПрізвище, ім'я, по батькові: Пейгалайнен Анатолій Володимирович\nДата народження: 28/11/45\nНаціональність: росіянин\nОсвіта: вища\nСпеціальність: інженер-механік\nПопереднє місце роботи: Народний депутат України 13-го скликання\nПартійність (на момент виборів): Комуністична партія України\nКомітет: Комітет з питань державного будівництва та місцевого самоврядування\nПосада в комітеті: Член Комітету\nФракція: Фракція Комуністичної партії України",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=39403,http://static.rada.gov.ua/arhiv/DEPPHO3/D303.JPG,d303,1,28.11.1945,росіянин,вища,інженер-механік,Народний депутат України 13-го скликання,Член Комітету з питань державного будівництва та місцевого самоврядування,Член Комітету,Комітет з питань державного будівництва та місцевого самоврядування,Фракція Комуністичної партії України,
212703,mp-d448_skl3,3,Пересунько Сергій Іванович,Сергій,Іванович,Пересунько,С.І.,12.05.1998,14.05.2002,"Багатомандатний загальнодержавний виборчий округ, Соціал-демократична партія України (об'єднана) /№ у списку - 15/",Багатомандатний загальнодержавний виборчий округ,0,,Соціал-демократична партія України (об'єднана),53,Соціал-демократична партія України (об'єднана),15,"Багатомандатний загальнодержавний виборчий округ, СДПУ (о)\nПрізвище, ім'я, по батькові: Пересунько Сергій Іванович\nДата народження: 02/12/1952\nОсвіта: вища\nСпеціальність: юрист\nПопереднє місце роботи: Президент товариства з обмеженою відповідальністю ""УБП ""Єлисавет""\nПартійність (на момент виборів): Соціал-демократична партія України (об'єднана)\nКомітет: Комітет з питань правової політики\nПосада в комітеті: Член Комітету\nФракція: Фракція партії ""Єдність""",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=212703,http://static.rada.gov.ua/arhiv/DEPPHO3/D448.JPG,d448,1,02.12.1952,,вища,юрист,"Президент товариства з обмеженою відповідальністю ""УБП ""Єлисавет""",Член Комітету з питань правової політики,Член Комітету,Комітет з питань правової політики,"Фракція партії ""Єдність""",
212803,mp-d449_skl3,3,Песоцький Микола Федорович,Микола,Федорович,Песоцький,М.Ф.,12.05.1998,14.05.2002,"Багатомандатний загальнодержавний виборчий округ, Соціал-демократична партія України (об'єднана) /№ у списку - 16/",Багатомандатний загальнодержавний виборчий округ,0,,Соціал-демократична партія України (об'єднана),53,Соціал-демократична партія України (об'єднана),16,"Багатомандатний загальнодержавний виборчий округ, СДПУ (о)\nПрізвище, ім'я, по батькові: Песоцький Микола Федорович\nДата народження: 07/05/1956\nОсвіта: вища\nСпеціальність: Фахівець освіти\nПопереднє місце роботи: Заступник Луганського міського голови з питань діяльності виконавчих органів влади\nПартійність (на момент виборів): Соціал-демократична партія України (об'єднана)\nКомітет: Комітет з питань паливно-енергетичного комплексу, ядерної політики та ядерної безпеки\nПосада в комітеті: Член Комітету\nФракція: Фракція Соціал-демократичної партії України (об'єднаної)",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=212803,http://static.rada.gov.ua/arhiv/DEPPHO3/D449.JPG,d449,1,07.05.1956,,вища,Фахівець освіти,Заступник Луганського міського голови з питань діяльності виконавчих органів влади,"Член Комітету з питань паливно-енергетичного комплексу, ядерної політики та ядерної безпеки",Член Комітету,"Комітет з питань паливно-енергетичного комплексу, ядерної політики та ядерної безпеки",Фракція Соціал-демократичної партії України (об'єднаної),
35803,mp-d279_skl3,3,Петренко Володимир Оникійович,Володимир,Оникійович,Петренко,В.О.,12.05.1998,14.05.2002,"Багатомандатний загальнодержавний виборчий округ, Комуністична партія України /№ у списку - 57/",Багатомандатний загальнодержавний виборчий округ,0,,Комуністична партія України,5,Комуністична партія України,57,"Багатомандатний загальнодержавний виборчий округ, КПУ\nПрізвище, ім'я, по батькові: Петренко Володимир Оникійович\nДата народження: 21/09/47\nНаціональність: українець\nОсвіта: вища\nСпеціальність: вчений агроном, юрист\nПопереднє місце роботи: Генеральний директор ЗАТ ""Вікторія-РУС""\nПартійність (на момент виборів): Комуністична партія України\nКомітет: Комітет з питань економічної політики, управління народним господарством, власності та інвестицій\nПосада в комітеті: Член Комітету\nФракція: Фракція Комуністичної партії України",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=35803,http://static.rada.gov.ua/arhiv/DEPPHO3/D279.JPG,d279,1,21.04.1947,українець,вища,"вчений агроном, юрист","Генеральний директор ЗАТ ""Вікторія-РУС""","Член Комітету з питань економічної політики, управління народним господарством, власності та інвестицій",Член Комітету,"Комітет з питань економічної політики, управління народним господарством, власності та інвестицій",Фракція Комуністичної партії України,
37303,mp-d107_skl3,3,Петренко Дмитро Дмитрович,Дмитро,Дмитрович,Петренко,Д.Д.,12.05.1998,14.05.2002,"Виборчий округ № 107, Луганська область",Виборчий округ № 107,107,Луганська область,Комуністична партія України,5,Комуністична партія України,,"Виборчий округ N 107\nПрізвище, ім'я, по батькові: Петренко Дмитро Дмитрович\nДата народження: 24/05/51\nНаціональність: росіянин\nОсвіта: вища\nСпеціальність: гірничий інженер\nПопереднє місце роботи: Народний депутат України 13-го скликання\nПартійність (на момент виборів): Комуністична партія України\nКомітет: Комітет з питань паливно-енергетичного комплексу, ядерної політики та ядерної безпеки\nПосада в комітеті: Член Комітету\nФракція: Фракція Комуністичної партії України",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=37303,http://static.rada.gov.ua/arhiv/DEPPHO3/D107.JPG,d107,1,24.05.1951,росіянин,вища,гірничий інженер,Народний депутат України 13-го скликання,"Член Комітету з питань паливно-енергетичного комплексу, ядерної політики та ядерної безпеки",Член Комітету,"Комітет з питань паливно-енергетичного комплексу, ядерної політики та ядерної безпеки",Фракція Комуністичної партії України,
34903,mp-d270_skl3,3,Петров Віктор Борисович,Віктор,Борисович,Петров,В.Б.,12.05.1998,14.05.2002,"Багатомандатний загальнодержавний виборчий округ, Комуністична партія України /№ у списку - 48/",Багатомандатний загальнодержавний виборчий округ,0,,Комуністична партія України,5,Комуністична партія України,48,"Багатомандатний загальнодержавний виборчий округ, КПУ\nПрізвище, ім'я, по батькові: Петров Віктор Борисович\nДата народження: 24/12/47\nНаціональність: росіянин\nОсвіта: вища\nСпеціальність: інженер-механік\nПопереднє місце роботи: Доцент Вінницького державного технічного університету\nПартійність (на момент виборів): Комуністична партія України\nКомітет: Комітет з питань правової політики\nПосада в комітеті: Член Комітету\nФракція: Фракція Комуністичної партії України",http://w1.c1.rada.gov.ua/pls/radan_gs09/d_ank_arh?kod=34903,http://static.rada.gov.ua/arhiv/DEPPHO3/D270.JPG,d270,1,24.12.1947,росіянин,вища,інженер-механік,Доцент Вінницького державного технічного університету,Член Комітету з питань правової політики,Член Комітету,Комітет з питань правової політики,Фракція Комуністичної партії України,
