id,rada_id,nreg,convocation,full_name,first_name,second_name,last_name,short_name,date_begin,date_end,district_text,district_name,district_num,region_id,region_name,party_text,party_id,party_name,num_in_party,anketa_data,anketa_url,photo,photo_id,gender,birthday,education,college,academic,old_profession,old_post,old_member,address,resignation_text
15647,400,mp-es15_skl9,9,Луценко Ірина Степанівна,Ірина,Степанівна,Луценко,І.С.,29.08.2019,12.11.2019,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""Європейська Солідарність"" /№ у списку - 15/",,,,,"Політична партія ""Європейська Солідарність""",228,"Політична партія ""Європейська Солідарність""",15,"народилася 7 лютого 1966&#160;року, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, член Політичної партії ""Європейська Солідарність"", проживає в місті Києві, судимість відсутня, включена до виборчого списку під № 15.",http://itd.rada.gov.ua/mps/info/page/15647,http://static.rada.gov.ua/dep_img9/es15.jpg,es15,2,07.02.1966,вища,,,народний депутат України,народний депутат України,так,в місті Києві,НДУ Особиста письмова заява про складення повноважень
7718,329,mp-op5_skl9,9,Льовочкін Сергій Володимирович,Сергій,Володимирович,Льовочкін,С.В.,29.08.2019,,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА - ЗА ЖИТТЯ"" /№ у списку - 5/",,,,,"Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА - ЗА ЖИТТЯ""",227,"Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА - ЗА ЖИТТЯ""",5,"народився 17 липня 1972&#160;року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, член Політичної партії ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"", проживає в місті Києві, судимість відсутня, включений до виборчого списку під № 5.",http://itd.rada.gov.ua/mps/info/page/7718,http://static.rada.gov.ua/dep_img9/op5.jpg,op5,1,17.07.1972,вища,,,народний депутат України,народний депутат України,так,в місті Києві,
11109,345,mp-op21_skl9,9,Льовочкіна Юлія Володимирівна,Юлія,Володимирівна,Льовочкіна,Ю.В.,29.08.2019,,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА - ЗА ЖИТТЯ"" /№ у списку - 21/",,,,,"Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА - ЗА ЖИТТЯ""",227,"Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА - ЗА ЖИТТЯ""",21,"народилася 17 лютого 1977&#160;року, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, член Політичної партії ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"", проживає в місті Києві, судимість відсутня, включена до виборчого списку під № 21.",http://itd.rada.gov.ua/mps/info/page/11109,http://static.rada.gov.ua/dep_img9/op21.jpg,op21,2,17.02.1977,вища,,,народний депутат України,народний депутат України,так,в місті Києві,
21194,154,mp-d177_1_skl9,9,Любота Дмитро Валерійович,Дмитро,Валерійович,Любота,Д.В.,29.08.2019,,"Виборчий округ № 177, Харківська область",Виборчий округ № 177,177,63,Харківська область,безпартійний,50,Безпартійний,,"народився 9 сiчня 1981&#160;року в місті Харкові, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ Будівельне Підприємство ""ГРАДОСТРОЙ"", безпартійний, проживає в місті Куп’янськ Харківської області, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",http://itd.rada.gov.ua/mps/info/page/21194,http://static.rada.gov.ua/dep_img9/d177_1.jpg,d177_1,1,09.01.1981,вища,,,директор,"ТОВ Будівельне Підприємство ""ГРАДОСТРОЙ""",ні,в місті Куп’янськ Харківської області,
18117,143,mp-d166_1_skl9,9,Люшняк Микола Володимирович,Микола,Володимирович,Люшняк,М.В.,29.08.2019,,"Виборчий округ № 166, Тернопільська область",Виборчий округ № 166,166,61,Тернопільська область,безпартійний,50,Безпартійний,,"народився 8 лютого 1974&#160;року в місті Бережани Бережанського району Тернопільської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в селі Петриків Тернопільського району Тернопільської області, судимість відсутня, самовисування.",http://itd.rada.gov.ua/mps/info/page/18117,http://static.rada.gov.ua/dep_img9/d166_1.jpg,d166_1,1,08.02.1974,вища,,,народний депутат України,народний депутат України,так,в селі Петриків Тернопільського району Тернопільської області,
21195,125,mp-d148_1_skl9,9,Ляшенко Анастасія Олексіївна,Анастасія,Олексіївна,Ляшенко,А.О.,29.08.2019,,"Виборчий округ № 148, Полтавська область",Виборчий округ № 148,148,53,Полтавська область,безпартійнa,50,Безпартійний,,"народилася 7 листопада 1986&#160;року в селі Тернівщина Лубенського району Полтавської області, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, фізична особа – підприємець, безпартійнa, проживає в селі Тернівщина Лубенського району Полтавської області, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",http://itd.rada.gov.ua/mps/info/page/21195,http://static.rada.gov.ua/dep_img9/d148_1.jpg,d148_1,2,07.11.1986,вища,,,фізична особа – підприємець,фізична особа – підприємець,ні,в селі Тернівщина Лубенського району Полтавської області,
21252,132,mp-d155_1_skl9,9,М'ялик Віктор Ничипорович,Віктор,Ничипорович,М'ялик,В.Н.,29.08.2019,,"Виборчий округ № 155, Рівненська область",Виборчий округ № 155,155,56,Рівненська область,безпартійний,50,Безпартійний,,"народився 10 травня 1979&#160;року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, фінансовий директор, ТОВ ""МДС-Буд"", безпартійний, проживає в селі Мотовилівка Фастівського району Київської області, судимість відсутня, самовисування.",http://itd.rada.gov.ua/mps/info/page/21252,http://static.rada.gov.ua/dep_img9/d155_1.jpg,d155_1,1,10.05.1979,вища,,,фінансовий директор,"ТОВ ""МДС-Буд""",ні,в селі Мотовилівка Фастівського району Київської області,
21237,62,mp-d80_1_skl9,9,Мінько Сергій Анатолійович,Сергій,Анатолійович,Мінько,С.А.,29.08.2019,,"Виборчий округ № 80, Запорізька область",Виборчий округ № 80,80,23,Запорізька область,безпартійний,50,Безпартійний,,"народився 20 вересня 1973&#160;року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, Мелітопольський міський голова Запорізької області, безпартійний, проживає в місті Мелітополь Запорізької області, судимість відсутня, самовисування.",http://itd.rada.gov.ua/mps/info/page/21237,http://static.rada.gov.ua/dep_img9/d80_1.jpg,d80_1,1,20.09.1973,вища,,,Мелітопольський міський голова Запорізької області,Мелітопольський міський голова Запорізької області,ні,в місті Мелітополь Запорізької області,
21196,41,mp-d58_1_skl9,9,Магера Сергій Васильович,Сергій,Васильович,Магера,С.В.,29.08.2019,,"Виборчий округ № 58, Донецька область",Виборчий округ № 58,58,14,Донецька область,"член Політичної партії ""ОПОЗИЦІЙНИЙ БЛОК""",213,"Політична партія ""Опозиційний блок""",,"народився 8 листопада 1956&#160;року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор з регіонального розвитку, ПрАТ ""Маріупольський металургійний комбінат Імені Ілліча"", член Політичної партії ""ОПОЗИЦІЙНИЙ БЛОК"", проживає в місті Маріуполь Донецької області, судимість відсутня, суб’єкт висування – Політична партія ""ОПОЗИЦІЙНИЙ БЛОК"".",http://itd.rada.gov.ua/mps/info/page/21196,http://static.rada.gov.ua/dep_img9/d58_1.jpg,d58_1,1,08.11.1956,вища,,,директор з регіонального розвитку,"ПрАТ ""Маріупольський металургійний комбінат Імені Ілліча""",ні,в місті Маріуполь Донецької області,
21197,32,mp-d45_1_skl9,9,Магомедов Муса Сергоєвич,Муса,Сергоєвич,Магомедов,М.С.,29.08.2019,,"Виборчий округ № 45, Донецька область",Виборчий округ № 45,45,14,Донецька область,безпартійний,50,Безпартійний,,"народився 7 квiтня 1970&#160;року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, генеральний директор, ПрАТ ""АВДІЇВСЬКИЙ КОКСОХІМІЧНИЙ ЗАВОД"", безпартійний, проживає в місті Авдіївка Донецької області, судимість відсутня, суб’єкт висування – Політична партія ""ОПОЗИЦІЙНИЙ БЛОК"".",http://itd.rada.gov.ua/mps/info/page/21197,http://static.rada.gov.ua/dep_img9/d45_1.jpg,d45_1,1,07.04.1970,вища,,,генеральний директор,"ПрАТ ""АВДІЇВСЬКИЙ КОКСОХІМІЧНИЙ ЗАВОД""",ні,в місті Авдіївка Донецької області,
21198,180,mp-d203_1_skl9,9,Мазурашу Георгій Георгійович,Георгій,Георгійович,Мазурашу,Г.Г.,29.08.2019,,"Виборчий округ № 203, Чернівецька область",Виборчий округ № 203,203,74,Чернівецька область,безпартійний,50,Безпартійний,,"народився 17 квiтня 1971&#160;року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, КЗ ""Чернівецький обласний центр фізичного здоров’я населення ""Спорт для всіх"", безпартійний, проживає в місті Чернівцях, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",http://itd.rada.gov.ua/mps/info/page/21198,http://static.rada.gov.ua/dep_img9/d203_1.jpg,d203_1,1,17.04.1971,вища,,,директор,"КЗ ""Чернівецький обласний центр фізичного здоров’я населення ""Спорт для всіх""",ні,в місті Чернівцях,
21199,353,mp-op29_skl9,9,Макаренко Михайло Васильович,Михайло,Васильович,Макаренко,М.В.,29.08.2019,,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА - ЗА ЖИТТЯ"" /№ у списку - 29/",,,,,"Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА - ЗА ЖИТТЯ""",227,"Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА - ЗА ЖИТТЯ""",29,"народився 9 квiтня 1950&#160;року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, завідувач кафедри акушерства і гінекології, Національний медичний університет ім. О.О. Богомольця, член Політичної партії ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"", проживає в місті Києві, судимість відсутня, включений до виборчого списку під № 29.",http://itd.rada.gov.ua/mps/info/page/21199,http://static.rada.gov.ua/dep_img9/op29.jpg,op29,1,09.04.1950,вища,Національний медичний університет ім. О.О. Богомольця,завідувач кафедри акушерства і гінекології,,"завідувач кафедри акушерства і гінекології, Національний медичний університет ім. О.О. Богомольця",,в місті Києві,
21200,414,mp-gol6_skl9,9,Макаров Олег Анатолійович,Олег,Анатолійович,Макаров,О.А.,29.08.2019,,"Багатомандатний загальнодержавний виборчий округ, Політична Партія ""ГОЛОС"" /№ у списку - 6/",,,,,"Політична Партія ""ГОЛОС""",50,Безпартійний,6,"народився 24 липня 1965&#160;року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, адвокат, партнер, керівник юридичного підрозділу, АО ""ЮФ ""Василь Кісіль і Партнери"", безпартійний, проживає в місті Києві, судимість відсутня, включений до виборчого списку під № 6.",http://itd.rada.gov.ua/mps/info/page/21200,http://static.rada.gov.ua/dep_img9/gol6.jpg,gol6,1,24.07.1965,вища,,,адвокат,"партнер, керівник юридичного підрозділу, АО ""ЮФ ""Василь Кісіль і Партнери""",ні,в місті Києві,
21202,221,mp-sn21_skl9,9,Малюська Денис Леонтійович,Денис,Леонтійович,Малюська,Д.Л.,29.08.2019,29.08.2019,"Багатомандатний загальнодержавний виборчий округ, ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"" /№ у списку - 21/",,,,,"ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",50,Безпартійний,21,"народився 19 листопада 1981&#160;року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, фахівець з розвитку приватного сектору, Група Світового банку, безпартійний, проживає в місті Києві, судимість відсутня, включений до виборчого списку під № 21.",http://itd.rada.gov.ua/mps/info/page/21202,http://static.rada.gov.ua/dep_img9/sn21.jpg,sn21,1,19.11.1981,вища,,,фахівець з розвитку приватного сектору,Група Світового банку,ні,в місті Києві,НДУ Особиста письмова заява про складення повноважень
21203,347,mp-op23_skl9,9,Мамка Григорій Миколайович,Григорій,Миколайович,Мамка,Г.М.,29.08.2019,,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА - ЗА ЖИТТЯ"" /№ у списку - 23/",,,,,"Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА - ЗА ЖИТТЯ""",227,"Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА - ЗА ЖИТТЯ""",23,"народився 18 серпня 1974&#160;року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, партнер, адвокатське об’єднання ""Мамка та Партнери"", член Політичної партії ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"", проживає в місті Києві, судимість відсутня, включений до виборчого списку під № 23.",http://itd.rada.gov.ua/mps/info/page/21203,http://static.rada.gov.ua/dep_img9/op23.jpg,op23,1,18.08.1974,вища,,,партнер,"адвокатське об’єднання ""Мамка та Партнери""",ні,в місті Києві,
21217,357,mp-op33_skl9,9,Мамоян Суто Чолоєвич,Суто,Чолоєвич,Мамоян,С.Ч.,29.08.2019,,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА - ЗА ЖИТТЯ"" /№ у списку - 33/",,,,,"Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА - ЗА ЖИТТЯ""",227,"Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА - ЗА ЖИТТЯ""",33,"народився 2 грудня 1981&#160;року, громадянин України, протягом останніх п’яти років проживає на території України, освіта загальна середня, заступник директора, ТОВ ""М’яспром"", член Політичної партії ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"", проживає в селі Наливайківка Макарівського району Київської області, судимість відсутня, включений до виборчого списку під № 33.",http://itd.rada.gov.ua/mps/info/page/21217,http://static.rada.gov.ua/dep_img9/op33.jpg,op33,1,02.12.1981,загальна середня,,,заступник директора,"ТОВ ""М’яспром""",ні,в селі Наливайківка Макарівського району Київської області,
21932,435,mp-sn136_skl9,9,Мандзій Сергій Володимирович,Сергій,Володимирович,Мандзій,С.В.,06.12.2019,,"Багатомандатний загальнодержавний виборчий округ, ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"" /№ у списку - 136/",,,,,"ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",50,Безпартійний,136,"народився 28 листопада 1974&#160;року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""РЕМБУД"", член ПОЛІТИЧНОЇ ПАРТІЇ ""СЛУГА НАРОДУ"", проживає в місті Хмельницькому, судимість відсутня, включений до виборчого списку під № 136.",http://itd.rada.gov.ua/mps/info/page/21932,http://static.rada.gov.ua/dep_img9/sn136.jpg,sn136,1,28.11.1974,вища,,,директор,"ТОВ ""РЕМБУД""",ні,в місті Хмельницькому,
21218,288,mp-sn91_skl9,9,Маріковський Олександр Валерійович,Олександр,Валерійович,Маріковський,О.В.,29.08.2019,,"Багатомандатний загальнодержавний виборчий округ, ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"" /№ у списку - 91/",,,,,"ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",50,Безпартійний,91,"народився 18 вересня 1982&#160;року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, генеральний директор, ТОВ ""Медіатека"", безпартійний, проживає в місті Києві, судимість відсутня, включений до виборчого списку під № 91.",http://itd.rada.gov.ua/mps/info/page/21218,http://static.rada.gov.ua/dep_img9/sn91.jpg,sn91,1,18.09.1982,вища,,,генеральний директор,"ТОВ ""Медіатека""",ні,в місті Києві,
21219,251,mp-sn52_skl9,9,Марусяк Олег Романович,Олег,Романович,Марусяк,О.Р.,29.08.2019,,"Багатомандатний загальнодержавний виборчий округ, ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"" /№ у списку - 52/",,,,,"ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",50,Безпартійний,52,"народився 24 вересня 1968&#160;року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ПП ""Гаразд"", безпартійний, проживає в місті Калуш Івано-Франківської області, судимість відсутня, включений до виборчого списку під № 52.",http://itd.rada.gov.ua/mps/info/page/21219,http://static.rada.gov.ua/dep_img9/sn52.jpg,sn52,1,24.09.1968,вища,,,директор,"ПП ""Гаразд""",ні,в місті Калуш Івано-Франківської області,
21220,262,mp-sn63_skl9,9,Марченко Людмила Іванівна,Людмила,Іванівна,Марченко,Л.І.,29.08.2019,,"Багатомандатний загальнодержавний виборчий округ, ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"" /№ у списку - 63/",,,,,"ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",226,"ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",63,"народилася 28 березня 1983&#160;року, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, провідний фахівець департаменту навчання і розвитку персоналу, ТОВ ""Епіцентр К"", член ПОЛІТИЧНОЇ ПАРТІЇ ""СЛУГА НАРОДУ"", проживає в місті Тернополі, судимість відсутня, включена до виборчого списку під № 63.",http://itd.rada.gov.ua/mps/info/page/21220,http://static.rada.gov.ua/dep_img9/sn63.jpg,sn63,2,28.03.1983,вища,,,провідний фахівець департаменту навчання і розвитку персоналу,"ТОВ ""Епіцентр К""",ні,в місті Тернополі,
21221,170,mp-d193_1_skl9,9,Марчук Ігор Петрович,Ігор,Петрович,Марчук,І.П.,29.08.2019,,"Виборчий округ № 193, Хмельницька область",Виборчий округ № 193,193,68,Хмельницька область,безпартійний,50,Безпартійний,,"народився 17 лютого 1969&#160;року в місті Кам’янець-Подільський Хмельницької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""М-ЕНД-С"", безпартійний, проживає в місті Києві, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",http://itd.rada.gov.ua/mps/info/page/21221,http://static.rada.gov.ua/dep_img9/d193_1.jpg,d193_1,1,17.02.1969,вища,,,директор,"ТОВ ""М-ЕНД-С""",ні,в місті Києві,
21223,68,mp-d86_1_skl9,9,Матусевич Олександр Борисович,Олександр,Борисович,Матусевич,О.Б.,29.08.2019,,"Виборчий округ № 86, Івано-Франківська область",Виборчий округ № 86,86,26,Івано-Франківська область,безпартійний,50,Безпартійний,,"народився 20 березня 1974&#160;року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ДП ""Вигодське лісове господарство"", безпартійний, проживає в селі Пациків Долинського району Івано-Франківської області, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",http://itd.rada.gov.ua/mps/info/page/21223,http://static.rada.gov.ua/dep_img9/d86_1.jpg,d86_1,1,20.03.1974,вища,,,директор,"ДП ""Вигодське лісове господарство""",ні,в селі Пациків Долинського району Івано-Франківської області,
1934,327,mp-op3_skl9,9,Медведчук Віктор Володимирович,Віктор,Володимирович,Медведчук,В.В.,29.08.2019,,"Багатомандатний загальнодержавний виборчий округ, Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА - ЗА ЖИТТЯ"" /№ у списку - 3/",,,,,"Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА - ЗА ЖИТТЯ""",227,"Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА - ЗА ЖИТТЯ""",3,"народився 7 серпня 1954&#160;року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, Голова політради і голова стратегічної ради Політичної партії ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"", проживає в місті Києві, судимість відсутня, включений до виборчого списку під № 3.",http://itd.rada.gov.ua/mps/info/page/1934,http://static.rada.gov.ua/dep_img9/op3.jpg,op3,1,07.08.1954,вища,,,,"голова, Всеукраїнська громадська організація ""Всеукраїнський громадський рух ""Український вибір – Право народу""",,в місті Києві,
21226,18,mp-d27_1_skl9,9,Медяник В'ячеслав Анатолійович,В'ячеслав,Анатолійович,Медяник,В.А.,29.08.2019,,"Виборчий округ № 27, Дніпропетровська область",Виборчий округ № 27,27,12,Дніпропетровська область,безпартійний,50,Безпартійний,,"народився 3 серпня 1987&#160;року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, фізична особа – підприємець, безпартійний, проживає в місті Дніпрі, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",http://itd.rada.gov.ua/mps/info/page/21226,http://static.rada.gov.ua/dep_img9/d27_1.jpg,d27_1,1,03.08.1987,вища,,,фізична особа – підприємець,фізична особа – підприємець,ні,в місті Дніпрі,
21228,145,mp-d168_1_skl9,9,Мезенцева Марія Сергіївна,Марія,Сергіївна,Мезенцева,М.С.,29.08.2019,,"Виборчий округ № 168, Харківська область",Виборчий округ № 168,168,63,Харківська область,безпартійнa,50,Безпартійний,,"народилася 10 грудня 1989&#160;року в місті Харкові, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, фізична особа – підприємець, безпартійнa, проживає в місті Харкові, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",http://itd.rada.gov.ua/mps/info/page/21228,http://static.rada.gov.ua/dep_img9/d168_1.jpg,d168_1,2,10.12.1989,вища,,,фізична особа – підприємець,фізична особа – підприємець,ні,в місті Харкові,
21230,9,mp-d18_1_skl9,9,Мейдич Олег Леонідович,Олег,Леонідович,Мейдич,О.Л.,29.08.2019,,"Виборчий округ № 18, Вінницька область",Виборчий округ № 18,18,5,Вінницька область,"член політичної партії Всеукраїнське об’єднання ""Батьківщина""",17,"Політична партія Всеукраїнське об'єднання ""Батьківщина""",,"народився 24 листопада 1970&#160;року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, фізична особа – підприємець, член політичної партії Всеукраїнське об’єднання ""Батьківщина"", проживає в місті Вінниці, судимість відсутня, суб’єкт висування – політична партія Всеукраїнське об’єднання ""Батьківщина"".",http://itd.rada.gov.ua/mps/info/page/21230,http://static.rada.gov.ua/dep_img9/d18_1.jpg,d18_1,1,24.11.1970,вища,,,фізична особа – підприємець,фізична особа – підприємець,ні,в місті Вінниці,
21231,63,mp-d81_1_skl9,9,Мельник Павло Вікторович,Павло,Вікторович,Мельник,П.В.,29.08.2019,,"Виборчий округ № 81, Запорізька область",Виборчий округ № 81,81,23,Запорізька область,безпартійний,50,Безпартійний,,"народився 26 червня 1984&#160;року в місті Запоріжжі, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, піар-директор, благодійний фонд ""Алкоголь СТОП"", безпартійний, проживає в місті Токмак Запорізької області, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",http://itd.rada.gov.ua/mps/info/page/21231,http://static.rada.gov.ua/dep_img9/d81_1.jpg,d81_1,1,26.06.1984,вища,,,піар-директор,"благодійний фонд ""Алкоголь СТОП""",ні,в місті Токмак Запорізької області,
21232,282,mp-sn85_skl9,9,Мережко Олександр Олександрович,Олександр,Олександрович,Мережко,О.О.,29.08.2019,,"Багатомандатний загальнодержавний виборчий округ, ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"" /№ у списку - 85/",,,,,"ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",50,Безпартійний,85,"народився 14 лютого 1971&#160;року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, професор кафедри права, Київський національний лінгвістичний університет, безпартійний, проживає в місті Києві, судимість відсутня, включений до виборчого списку під № 85.",http://itd.rada.gov.ua/mps/info/page/21232,http://static.rada.gov.ua/dep_img9/sn85.jpg,sn85,1,14.02.1971,вища,Київський національний лінгвістичний університет,професор кафедри права,,"професор кафедри права, Київський національний лінгвістичний університет",,в місті Києві,
21233,158,mp-d181_1_skl9,9,Микиша Дмитро Сергійович,Дмитро,Сергійович,Микиша,Д.С.,29.08.2019,,"Виборчий округ № 181, Харківська область",Виборчий округ № 181,181,63,Харківська область,безпартійний,50,Безпартійний,,"народився 4 вересня 1985&#160;року в місті Мерефа Харківського району Харківської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, заступник міського голови з питань діяльності виконавчих органів ради, виконавчий комітет Мереф’янської міської ради, безпартійний, проживає в місті Мерефа Харківського району Харківської області, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",http://itd.rada.gov.ua/mps/info/page/21233,http://static.rada.gov.ua/dep_img9/d181_1.jpg,d181_1,1,04.09.1985,вища,,,заступник міського голови з питань діяльності виконавчих органів ради,виконавчий комітет Мереф’янської міської ради,ні,в місті Мерефа Харківського району Харківської області,
21234,19,mp-d28_1_skl9,9,Мисягін Юрій Михайлович,Юрій,Михайлович,Мисягін,Ю.М.,29.08.2019,,"Виборчий округ № 28, Дніпропетровська область",Виборчий округ № 28,28,12,Дніпропетровська область,безпартійний,50,Безпартійний,,"народився 21 березня 1974&#160;року, громадянин України, протягом останніх п’яти років проживає на території України, освіта загальна середня, фізична особа – підприємець, безпартійний, проживає в місті Дніпрі, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",http://itd.rada.gov.ua/mps/info/page/21234,http://static.rada.gov.ua/dep_img9/d28_1.jpg,d28_1,1,21.03.1974,загальна середня,,,фізична особа – підприємець,фізична особа – підприємець,ні,в місті Дніпрі,
21236,246,mp-sn47_skl9,9,Михайлюк Галина Олегівна,Галина,Олегівна,Михайлюк,Г.О.,29.08.2019,,"Багатомандатний загальнодержавний виборчий округ, ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"" /№ у списку - 47/",,,,,"ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",50,Безпартійний,47,"народилася 14 червня 1987&#160;року, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, радник з питань підготовки законів, Консультативна місія Європейського Союзу в Україні, безпартійнa, проживає в місті Києві, судимість відсутня, включена до виборчого списку під № 47.",http://itd.rada.gov.ua/mps/info/page/21236,http://static.rada.gov.ua/dep_img9/sn47.jpg,sn47,2,14.06.1987,вища,,,радник з питань підготовки законів,Консультативна місія Європейського Союзу в Україні,ні,в місті Києві,
21238,127,mp-d150_1_skl9,9,Мовчан Олексій Васильович,Олексій,Васильович,Мовчан,О.В.,29.08.2019,,"Виборчий округ № 150, Полтавська область",Виборчий округ № 150,150,53,Полтавська область,безпартійний,50,Безпартійний,,"народився 12 лютого 1994&#160;року в місті Кременчук Полтавської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, заступник начальника відділу управління проектами та програмами, ДП ""ПРОЗОРРО.ПРОДАЖІ"", безпартійний, проживає в місті Києві, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",http://itd.rada.gov.ua/mps/info/page/21238,http://static.rada.gov.ua/dep_img9/d150_1.jpg,d150_1,1,12.02.1994,вища,,,заступник начальника відділу управління проектами та програмами,"ДП ""ПРОЗОРРО.ПРОДАЖІ""",ні,в місті Києві,
